# precip,,,
,eco1,eco1,eco1
TIMESTEP,MEAN(mm),VARIANCE(mm^2),STD_DEV(mm)
1984-07-25T00:00:00Z,8.8355255,60.794884,7.7971077
1984-07-26T00:00:00Z,7.08098,22.2757,4.7197137
1984-07-27T00:00:00Z,10.265585,13.763237,3.7098837
1984-07-28T00:00:00Z,30.142933,42.06189,6.4855137
1984-07-29T00:00:00Z,9.07709,15.474822,3.933805
1984-07-30T00:00:00Z,2.0787098,5.9062023,2.430268
1984-07-31T00:00:00Z,5.9463143,25.617079,5.0613317
1984-08-01T00:00:00Z,7.156111,20.57455,4.5359178
1984-08-02T00:00:00Z,0.8557898,1.6178131,1.2719328
1984-08-03T00:00:00Z,1.1728052,3.2333734,1.7981583
1984-08-04T00:00:00Z,0.6820975,2.4063876,1.5512536
1984-08-05T00:00:00Z,0.7562844,2.094906,1.4473791
1984-08-06T00:00:00Z,0.06535891,0.041860487,0.20459835
1984-08-07T00:00:00Z,1.6539719,5.176879,2.2752757
1984-08-08T00:00:00Z,1.0088704,1.5193123,1.2326039
1984-08-09T00:00:00Z,7.2459784,32.451054,5.696583
1984-08-10T00:00:00Z,9.33653,17.29791,4.1590757
1984-08-11T00:00:00Z,9.42571,56.78439,7.535542
1984-08-12T00:00:00Z,9.862455,30.601519,5.5318637
1984-08-13T00:00:00Z,6.58569,12.251085,3.500155
1984-08-14T00:00:00Z,0.5757463,0.9240357,0.96126777
1984-08-15T00:00:00Z,0.488853,0.8270254,0.90940934
1984-08-16T00:00:00Z,0.23914468,0.5639799,0.750986
1984-08-17T00:00:00Z,7.08E-04,2.33E-04,0.015261954
1984-08-18T00:00:00Z,1.6751959,3.398975,1.8436309
1984-08-19T00:00:00Z,2.4897125,6.9702272,2.6401188
1984-08-20T00:00:00Z,0.11404225,0.087694086,0.29613188
1984-08-21T00:00:00Z,0.021398515,0.007137135,0.08448157
1984-08-22T00:00:00Z,0.51362824,0.81851834,0.90472
1984-08-23T00:00:00Z,0.8716095,2.5521479,1.5975443
1984-08-24T00:00:00Z,0.95345294,5.940825,2.4373808
1984-08-25T00:00:00Z,0.26000947,0.8710338,0.9332919
1984-08-26T00:00:00Z,0.23492555,0.200524,0.44779906
1984-08-27T00:00:00Z,1.3641161,3.1801958,1.7833103
1984-08-28T00:00:00Z,0.1100465,0.05458726,0.23363917
1984-08-29T00:00:00Z,8.607086,42.783646,6.5409207
1984-08-30T00:00:00Z,4.2126665,15.286787,3.909832
1984-08-31T00:00:00Z,0.1611129,0.094988905,0.3082027
1984-09-01T00:00:00Z,0.002939699,0.001780978,0.042201634
1984-09-02T00:00:00Z,0.1039443,0.057470854,0.23973079
1984-09-03T00:00:00Z,1.4118804,2.8235195,1.6803331
1984-09-04T00:00:00Z,0.6082174,0.59557694,0.7717363
1984-09-05T00:00:00Z,0,0,0
1984-09-06T00:00:00Z,0,0,0
1984-09-07T00:00:00Z,0,0,0
1984-09-08T00:00:00Z,0,0,0
1984-09-09T00:00:00Z,0.4534996,0.4450521,0.66712224
1984-09-10T00:00:00Z,0.49713612,0.90997624,0.95392674
1984-09-11T00:00:00Z,0.39963993,1.2352266,1.1114075
1984-09-12T00:00:00Z,1.2605318,7.508015,2.7400758
1984-09-13T00:00:00Z,3.3460896,52.475365,7.243988
1984-09-14T00:00:00Z,2.1403394,20.58624,4.537206
1984-09-15T00:00:00Z,0.014688067,0.007087214,0.08418559
1984-09-16T00:00:00Z,0.00708941,0.005443483,0.07377996
1984-09-17T00:00:00Z,0,0,0
1984-09-18T00:00:00Z,0,0,0
1984-09-19T00:00:00Z,0,0,0
1984-09-20T00:00:00Z,0,0,0
1984-09-21T00:00:00Z,0,0,0
1984-09-22T00:00:00Z,0,0,0
1984-09-23T00:00:00Z,0,0,0
1984-09-24T00:00:00Z,0.010962521,0.003488084,0.059060004
1984-09-25T00:00:00Z,0,0,0
1984-09-26T00:00:00Z,0,0,0
1984-09-27T00:00:00Z,0.016496705,0.005205204,0.07214709
1984-09-28T00:00:00Z,0.2299539,0.22047345,0.46954602
1984-09-29T00:00:00Z,6.7051444,19.704096,4.4389296
1984-09-30T00:00:00Z,14.0571165,45.683964,6.7589912
1984-10-01T00:00:00Z,10.265105,39.454067,6.281247
1984-10-02T00:00:00Z,0.05469409,0.028256435,0.16809651
1984-10-03T00:00:00Z,0,0,0
1984-10-04T00:00:00Z,0,0,0
1984-10-05T00:00:00Z,0.005314952,0.002832774,0.05322381
1984-10-06T00:00:00Z,0.027876353,0.027046395,0.16445789
1984-10-07T00:00:00Z,0.014346987,0.006914715,0.08315476
1984-10-08T00:00:00Z,0.2511716,0.24503331,0.4950084
1984-10-09T00:00:00Z,0.006823841,0.002713588,0.052092113
1984-10-10T00:00:00Z,0,0,0
1984-10-11T00:00:00Z,0,0,0
1984-10-12T00:00:00Z,0.07404863,0.040818363,0.20203555
1984-10-13T00:00:00Z,0,0,0
1984-10-14T00:00:00Z,0,0,0
1984-10-15T00:00:00Z,0,0,0
1984-10-16T00:00:00Z,0.4353535,1.6738403,1.2937698
1984-10-17T00:00:00Z,1.8739744,5.5548363,2.35687
1984-10-18T00:00:00Z,0.010553822,0.003231752,0.0568485
1984-10-19T00:00:00Z,0.4090013,1.153968,1.074229
1984-10-20T00:00:00Z,2.817411,6.6729937,2.5832138
1984-10-21T00:00:00Z,7.8397927,42.180317,6.4946375
1984-10-22T00:00:00Z,12.239788,19.191635,4.380826
1984-10-23T00:00:00Z,4.0836124,20.413342,4.5181127
1984-10-24T00:00:00Z,1.1553259,1.1234254,1.0599176
1984-10-25T00:00:00Z,0.9665012,1.37019,1.1705512
1984-10-26T00:00:00Z,0.086735226,0.03982946,0.19957319
1984-10-27T00:00:00Z,2.77919,5.2140727,2.2834344
1984-10-28T00:00:00Z,6.266178,31.605093,5.621841
1984-10-29T00:00:00Z,5.1459527,20.846117,4.565755
1984-10-30T00:00:00Z,0.36655298,0.41857758,0.64697576
1984-10-31T00:00:00Z,0.04881877,0.02390118,0.15460005
1984-11-01T00:00:00Z,0.003254039,0.00183655,0.042854995
1984-11-02T00:00:00Z,0.13619882,0.11164169,0.33412826
1984-11-03T00:00:00Z,0.9988813,3.1692853,1.7802486
1984-11-04T00:00:00Z,8.841029,25.883879,5.0876203
1984-11-05T00:00:00Z,1.3008454,0.5911339,0.7688523
1984-11-06T00:00:00Z,0.1702226,0.13792688,0.3713851
1984-11-07T00:00:00Z,0,0,0
1984-11-08T00:00:00Z,0,0,0
1984-11-09T00:00:00Z,0.3814031,0.42539588,0.65222377
1984-11-10T00:00:00Z,4.123543,6.0226254,2.4541037
1984-11-11T00:00:00Z,4.222939,4.588485,2.1420748
1984-11-12T00:00:00Z,0.09550692,0.037937816,0.19477633
1984-11-13T00:00:00Z,0,0,0
1984-11-14T00:00:00Z,0,0,0
1984-11-15T00:00:00Z,1.74E-05,5.22E-06,0.002283961
1984-11-16T00:00:00Z,0,0,0
1984-11-17T00:00:00Z,0.04456855,0.021430822,0.1463927
1984-11-18T00:00:00Z,1.9363693,3.0286992,1.7403158
1984-11-19T00:00:00Z,3.1520166,6.7982674,2.6073487
1984-11-20T00:00:00Z,0,0,0
1984-11-21T00:00:00Z,0,0,0
1984-11-22T00:00:00Z,0.035121772,0.011651302,0.107941195
1984-11-23T00:00:00Z,0,0,0
1984-11-24T00:00:00Z,0,0,0
1984-11-25T00:00:00Z,0,0,0
1984-11-26T00:00:00Z,0.058300167,0.021389168,0.14625035
1984-11-27T00:00:00Z,3.9508986,2.7130835,1.647144
1984-11-28T00:00:00Z,19.44545,13.5079365,3.6753144
1984-11-29T00:00:00Z,0.00544167,0.001738778,0.04169866
1984-11-30T00:00:00Z,0.024516515,0.009196818,0.09590004
1984-12-01T00:00:00Z,2.6475847,10.316276,3.211896
1984-12-02T00:00:00Z,13.423001,28.530424,5.3413877
1984-12-03T00:00:00Z,5.5619574,20.20316,4.4947925
1984-12-04T00:00:00Z,0.9630784,0.8421469,0.9176856
1984-12-05T00:00:00Z,25.164183,18.296919,4.2774897
1984-12-06T00:00:00Z,0.2728303,0.17539877,0.41880637
1984-12-07T00:00:00Z,0.03159856,0.012788928,0.113088146
1984-12-08T00:00:00Z,0,0,0
1984-12-09T00:00:00Z,0.05125221,0.019799821,0.14071184
1984-12-10T00:00:00Z,0.8803793,0.19360231,0.44000262
1984-12-11T00:00:00Z,0.017824583,0.006393368,0.079958536
1984-12-12T00:00:00Z,0,0,0
1984-12-13T00:00:00Z,0.09474475,0.08482035,0.29123932
1984-12-14T00:00:00Z,0,0,0
1984-12-15T00:00:00Z,0.023336941,0.009134656,0.09557539
1984-12-16T00:00:00Z,0.065910384,0.06626433,0.2574186
1984-12-17T00:00:00Z,0.001046433,3.13E-04,0.017690124
1984-12-18T00:00:00Z,0.001253258,3.81E-04,0.01953169
1984-12-19T00:00:00Z,0.44648567,0.5617657,0.7495103
1984-12-20T00:00:00Z,1.3434182,0.9601818,0.9798886
1984-12-21T00:00:00Z,1.3217094,0.6671172,0.8167724
1984-12-22T00:00:00Z,2.2790427,0.8157791,0.9032049
1984-12-23T00:00:00Z,0.029699406,0.010543343,0.10268078
1984-12-24T00:00:00Z,0.028738832,0.011236326,0.10600153
1984-12-25T00:00:00Z,0.019956281,0.011549979,0.10747083
1984-12-26T00:00:00Z,0,0,0
1984-12-27T00:00:00Z,0.066390775,0.021993883,0.14830334
1984-12-28T00:00:00Z,0,0,0
1984-12-29T00:00:00Z,0,0,0
1984-12-30T00:00:00Z,0.10044455,0.079248816,0.28151166
1984-12-31T00:00:00Z,0.35163394,0.3566382,0.59719193
1985-01-01T00:00:00Z,1.1358829,0.8014376,0.8952305
1985-01-02T00:00:00Z,20.462372,8.979517,2.9965842
1985-01-03T00:00:00Z,29.123829,24.518642,4.9516306
1985-01-04T00:00:00Z,5.6871448,4.2397623,2.0590682
1985-01-05T00:00:00Z,0.02156743,0.00712061,0.084383704
1985-01-06T00:00:00Z,0.022475634,0.008871636,0.09418937
1985-01-07T00:00:00Z,0.018334141,0.00670747,0.081899144
1985-01-08T00:00:00Z,0,0,0
1985-01-09T00:00:00Z,0.13262871,0.06787315,0.26052475
1985-01-10T00:00:00Z,0.37173936,0.3186103,0.5644558
1985-01-11T00:00:00Z,0.059571512,0.030861486,0.17567438
1985-01-12T00:00:00Z,0,0,0
1985-01-13T00:00:00Z,0,0,0
1985-01-14T00:00:00Z,0.004945535,0.002330828,0.04827865
1985-01-15T00:00:00Z,0.026133925,0.013671573,0.1169255
1985-01-16T00:00:00Z,0.15502556,0.08635588,0.2938637
1985-01-17T00:00:00Z,5.9384336,3.3376534,1.8269246
1985-01-18T00:00:00Z,0.061079644,0.018870715,0.13737072
1985-01-19T00:00:00Z,0.2394533,0.47193432,0.68697476
1985-01-20T00:00:00Z,1.1185247,0.73539126,0.85754955
1985-01-21T00:00:00Z,1.25E-04,3.74E-05,0.006112335
1985-01-22T00:00:00Z,0.01204839,0.003987304,0.06314509
1985-01-23T00:00:00Z,0,0,0
1985-01-24T00:00:00Z,0,0,0
1985-01-25T00:00:00Z,0.004886466,0.002035203,0.04511323
1985-01-26T00:00:00Z,0.024536787,0.00777755,0.08819042
1985-01-27T00:00:00Z,1.5086254,0.6028226,0.7764165
1985-01-28T00:00:00Z,4.500702,1.1726793,1.0829033
1985-01-29T00:00:00Z,0.4736214,0.44756252,0.6690011
1985-01-30T00:00:00Z,0.7164592,0.33598536,0.5796425
1985-01-31T00:00:00Z,29.151224,20.600641,4.538793
1985-02-01T00:00:00Z,31.189356,18.167215,4.262302
1985-02-02T00:00:00Z,8.963205,12.155229,3.486435
1985-02-03T00:00:00Z,0.006800135,0.00212644,0.04611333
1985-02-04T00:00:00Z,1.5592021,1.4416472,1.2006861
1985-02-05T00:00:00Z,16.661982,24.08872,4.908026
1985-02-06T00:00:00Z,2.0685964,2.3741329,1.5408221
1985-02-07T00:00:00Z,0.032999206,0.012391572,0.11131744
1985-02-08T00:00:00Z,0.17875208,0.29473236,0.5428926
1985-02-09T00:00:00Z,0,0,0
1985-02-10T00:00:00Z,3.3544798,17.21372,4.148942
1985-02-11T00:00:00Z,14.49541,32.31804,5.6848955
1985-02-12T00:00:00Z,14.046407,24.752548,4.975193
1985-02-13T00:00:00Z,0.058066197,0.04592041,0.21429047
1985-02-14T00:00:00Z,0,0,0
1985-02-15T00:00:00Z,0,0,0
1985-02-16T00:00:00Z,0.038002063,0.015916787,0.12616174
1985-02-17T00:00:00Z,0.002022438,6.16E-04,0.024817443
1985-02-18T00:00:00Z,0.33717477,0.23158251,0.4812302
1985-02-19T00:00:00Z,0.5171291,0.3139827,0.5603416
1985-02-20T00:00:00Z,1.3420538,1.9703441,1.4036895
1985-02-21T00:00:00Z,0,0,0
1985-02-22T00:00:00Z,0.009085751,0.005544131,0.07445892
1985-02-23T00:00:00Z,1.06E-04,3.19E-05,0.005644763
1985-02-24T00:00:00Z,0.18758817,0.13610515,0.36892432
1985-02-25T00:00:00Z,18.289314,28.543423,5.3426046
1985-02-26T00:00:00Z,7.8814297,9.396515,3.0653734
1985-02-27T00:00:00Z,0.07116154,0.033297636,0.1824764
1985-02-28T00:00:00Z,0.016499791,0.008730557,0.09343745
1985-03-01T00:00:00Z,0.03837203,0.031473298,0.17740715
1985-03-02T00:00:00Z,6.51E-04,3.05E-04,0.017469464
1985-03-03T00:00:00Z,0,0,0
1985-03-04T00:00:00Z,3.71E-05,1.11E-05,0.003335781
1985-03-05T00:00:00Z,0.01610403,0.005822383,0.07630455
1985-03-06T00:00:00Z,0,0,0
1985-03-07T00:00:00Z,0.001869585,7.27E-04,0.02697165
1985-03-08T00:00:00Z,0.26762265,0.19316933,0.43951032
1985-03-09T00:00:00Z,0.037551854,0.013325683,0.11543692
1985-03-10T00:00:00Z,0,0,0
1985-03-11T00:00:00Z,0.15884943,0.088620946,0.29769272
1985-03-12T00:00:00Z,0,0,0
1985-03-13T00:00:00Z,0,0,0
1985-03-14T00:00:00Z,0,0,0
1985-03-15T00:00:00Z,0.003104532,0.001126782,0.033567578
1985-03-16T00:00:00Z,0.09016938,0.0660399,0.2569823
1985-03-17T00:00:00Z,0.058182117,0.035134204,0.1874412
1985-03-18T00:00:00Z,0.01575239,0.005495659,0.07413271
1985-03-19T00:00:00Z,0,0,0
1985-03-20T00:00:00Z,0.4220222,0.47958457,0.69252044
1985-03-21T00:00:00Z,7.387132,11.05459,3.3248444
1985-03-22T00:00:00Z,14.074693,6.831579,2.613729
1985-03-23T00:00:00Z,0.6170864,1.1329727,1.0644119
1985-03-24T00:00:00Z,3.564814,8.770949,2.9615788
1985-03-25T00:00:00Z,0.8713013,1.7047898,1.305676
1985-03-26T00:00:00Z,0.05327499,0.032746784,0.18096071
1985-03-27T00:00:00Z,0,0,0
1985-03-28T00:00:00Z,0,0,0
1985-03-29T00:00:00Z,0,0,0
1985-03-30T00:00:00Z,0.3808694,0.32708532,0.5719137
1985-03-31T00:00:00Z,0.9510665,1.2850398,1.133596
1985-04-01T00:00:00Z,1.03E-04,3.10E-05,0.005568348
1985-04-02T00:00:00Z,0,0,0
1985-04-03T00:00:00Z,0.011283482,0.006316423,0.07947593
1985-04-04T00:00:00Z,0.6540498,1.8444339,1.3580993
1985-04-05T00:00:00Z,3.4179862,12.851547,3.5849054
1985-04-06T00:00:00Z,2.019999,1.298689,1.1396004
1985-04-07T00:00:00Z,0.0836918,0.09901103,0.3146602
1985-04-08T00:00:00Z,0.12980603,0.16532186,0.4065979
1985-04-09T00:00:00Z,0.09779661,0.056650132,0.23801288
1985-04-10T00:00:00Z,0,0,0
1985-04-11T00:00:00Z,4.78E-05,1.43E-05,0.003785209
1985-04-12T00:00:00Z,0.07701111,0.062438574,0.24987711
1985-04-13T00:00:00Z,0.55498,0.48392153,0.6956447
1985-04-14T00:00:00Z,0.66337705,0.48532423,0.6966522
1985-04-15T00:00:00Z,12.838361,75.97135,8.716155
1985-04-16T00:00:00Z,4.2783346,2.5213408,1.5878731
1985-04-17T00:00:00Z,0,0,0
1985-04-18T00:00:00Z,0,0,0
1985-04-19T00:00:00Z,0,0,0
1985-04-20T00:00:00Z,0,0,0
1985-04-21T00:00:00Z,0,0,0
1985-04-22T00:00:00Z,0,0,0
1985-04-23T00:00:00Z,2.5864637,6.6186347,2.5726707
1985-04-24T00:00:00Z,5.7609444,19.004429,4.359407
1985-04-25T00:00:00Z,0.035018586,0.015906539,0.12612113
1985-04-26T00:00:00Z,0.05585971,0.034806237,0.1865643
1985-04-27T00:00:00Z,0.32729033,0.23520656,0.484981
1985-04-28T00:00:00Z,1.4855264,1.4072537,1.1862773
1985-04-29T00:00:00Z,0.016698938,0.005885877,0.07671947
1985-04-30T00:00:00Z,0.005278752,0.005075471,0.07124234
1985-05-01T00:00:00Z,1.7880914,2.1935873,1.4810764
1985-05-02T00:00:00Z,12.301626,30.501522,5.522818
1985-05-03T00:00:00Z,7.940573,28.52188,5.340588
1985-05-04T00:00:00Z,0.013938235,0.008497791,0.09218347
1985-05-05T00:00:00Z,0,0,0
1985-05-06T00:00:00Z,0.09299456,0.13632163,0.3692176
1985-05-07T00:00:00Z,0.6250514,0.9785398,0.98921174
1985-05-08T00:00:00Z,0.9315181,2.4000225,1.5492007
1985-05-09T00:00:00Z,3.4477937,9.586914,3.0962741
1985-05-10T00:00:00Z,3.5817928,9.187207,3.0310407
1985-05-11T00:00:00Z,3.855376,5.1493926,2.2692273
1985-05-12T00:00:00Z,2.3947625,11.20789,3.3478186
1985-05-13T00:00:00Z,0.45160803,1.15259,1.0735875
1985-05-14T00:00:00Z,6.4151254,58.65029,7.6583476
1985-05-15T00:00:00Z,18.801004,103.239456,10.160682
1985-05-16T00:00:00Z,17.774803,82.278404,9.0707445
1985-05-17T00:00:00Z,2.0903633,1.0930278,1.0454797
1985-05-18T00:00:00Z,0.017861081,0.006844374,0.08273073
1985-05-19T00:00:00Z,0.024099305,0.009180325,0.09581401
1985-05-20T00:00:00Z,2.9041321,6.822212,2.6119366
1985-05-21T00:00:00Z,4.507721,11.7405615,3.4264503
1985-05-22T00:00:00Z,7.6974607,46.9031,6.8485837
1985-05-23T00:00:00Z,5.055585,36.644543,6.053474
1985-05-24T00:00:00Z,1.5337903,3.7417166,1.9343517
1985-05-25T00:00:00Z,0,0,0
1985-05-26T00:00:00Z,0.008854981,0.004438523,0.06662224
1985-05-27T00:00:00Z,0.011761167,0.005824858,0.07632075
1985-05-28T00:00:00Z,1.8824437,3.0373883,1.7428105
1985-05-29T00:00:00Z,0.18206638,0.34254283,0.5852716
1985-05-30T00:00:00Z,0.007825017,0.002609892,0.051087108
1985-05-31T00:00:00Z,0.003023998,0.001409115,0.037538175
1985-06-01T00:00:00Z,0.6318355,0.70945716,0.8422928
1985-06-02T00:00:00Z,1.5945063,4.373351,2.091256
1985-06-03T00:00:00Z,0.9191843,0.8327126,0.9125309
1985-06-04T00:00:00Z,2.597663,6.2240534,2.4948053
1985-06-05T00:00:00Z,13.73026,39.52166,6.2866254
1985-06-06T00:00:00Z,12.196164,66.60884,8.161424
1985-06-07T00:00:00Z,14.490327,85.670006,9.25581
1985-06-08T00:00:00Z,0.24666587,0.13090907,0.36181358
1985-06-09T00:00:00Z,0.005276911,0.00178303,0.042225942
1985-06-10T00:00:00Z,3.0785182,18.936224,4.3515773
1985-06-11T00:00:00Z,3.8057978,4.6721706,2.1615205
1985-06-12T00:00:00Z,3.0486326,10.824757,3.2900999
1985-06-13T00:00:00Z,0,0,0
1985-06-14T00:00:00Z,0.38501686,0.835279,0.913936
1985-06-15T00:00:00Z,2.1466022,2.1048756,1.4508189
1985-06-16T00:00:00Z,9.007044,28.588446,5.3468165
1985-06-17T00:00:00Z,0.22488488,0.23627895,0.48608533
1985-06-18T00:00:00Z,3.5195048,18.472986,4.2980213
1985-06-19T00:00:00Z,0.35587892,0.66272676,0.8140803
1985-06-20T00:00:00Z,0,0,0
1985-06-21T00:00:00Z,0,0,0
1985-06-22T00:00:00Z,0.43825457,0.9970495,0.99852365
1985-06-23T00:00:00Z,0.7310414,0.85152304,0.92278004
1985-06-24T00:00:00Z,1.0397788,2.8451266,1.6867503
1985-06-25T00:00:00Z,0.6983766,0.9126006,0.9553013
1985-06-26T00:00:00Z,0.002381939,7.38E-04,0.027174871
1985-06-27T00:00:00Z,0.45412582,1.6190825,1.2724317
1985-06-28T00:00:00Z,2.6335015,10.272453,3.205067
1985-06-29T00:00:00Z,10.066188,25.953934,5.0945005
1985-06-30T00:00:00Z,13.358519,32.36577,5.689092
1985-07-01T00:00:00Z,9.562078,10.035571,3.167897
1985-07-02T00:00:00Z,1.1712065,2.0536582,1.4330591
1985-07-03T00:00:00Z,1.9416432,6.3850036,2.5268564
1985-07-04T00:00:00Z,2.9062192,5.9258685,2.4343107
1985-07-05T00:00:00Z,2.4501624,3.8027217,1.9500569
1985-07-06T00:00:00Z,4.5263734,7.0116944,2.6479604
1985-07-07T00:00:00Z,0.0021493,0.003173217,0.056331314
1985-07-08T00:00:00Z,0,0,0
1985-07-09T00:00:00Z,0.7457531,1.1785084,1.0855912
1985-07-10T00:00:00Z,5.8410997,14.236936,3.7731864
1985-07-11T00:00:00Z,3.459157,14.211173,3.769771
1985-07-12T00:00:00Z,6.0700936,27.700968,5.2631707
1985-07-13T00:00:00Z,7.869481,31.07714,5.5746875
1985-07-14T00:00:00Z,1.9209404,4.85414,2.2032113
1985-07-15T00:00:00Z,4.5147347,7.60572,2.757847
1985-07-16T00:00:00Z,2.450064,4.233388,2.05752
1985-07-17T00:00:00Z,0.29616362,0.90960115,0.9537301
1985-07-18T00:00:00Z,0,0,0
1985-07-19T00:00:00Z,0.041876312,0.022736529,0.15078637
1985-07-20T00:00:00Z,4.70E-07,6.59E-07,8.12E-04
1985-07-21T00:00:00Z,6.039131,18.686432,4.3227806
1985-07-22T00:00:00Z,6.1144876,16.33316,4.0414305
1985-07-23T00:00:00Z,5.401556,23.022104,4.7981358
1985-07-24T00:00:00Z,21.680967,60.499996,7.7781744
1985-07-25T00:00:00Z,24.121395,65.31793,8.081951
1985-07-26T00:00:00Z,7.6146317,12.708963,3.5649633
1985-07-27T00:00:00Z,10.582019,38.183876,6.1793103
1985-07-28T00:00:00Z,9.63765,9.479891,3.078943
1985-07-29T00:00:00Z,4.391749,9.28862,3.0477238
1985-07-30T00:00:00Z,2.3064198,2.3504379,1.5331138
1985-07-31T00:00:00Z,6.227344,17.492195,4.1823673
1985-08-01T00:00:00Z,6.711377,41.42258,6.4360375
1985-08-02T00:00:00Z,0.3142649,0.40956017,0.6399689
1985-08-03T00:00:00Z,0,0,0
1985-08-04T00:00:00Z,0,0,0
1985-08-05T00:00:00Z,0.2490411,0.40793306,0.6386964
1985-08-06T00:00:00Z,2.3942263,6.79971,2.6076252
1985-08-07T00:00:00Z,6.6460514,34.389915,5.8642917
1985-08-08T00:00:00Z,3.54402,7.4735985,2.7337883
1985-08-09T00:00:00Z,0.95170397,1.4883438,1.219977
1985-08-10T00:00:00Z,0.54080844,1.5419327,1.2417458
1985-08-11T00:00:00Z,0.15079194,0.26722136,0.5169346
1985-08-12T00:00:00Z,0.54174167,0.752836,0.8676612
1985-08-13T00:00:00Z,0.03492114,0.04002376,0.20005938
1985-08-14T00:00:00Z,0.008557179,0.00571008,0.07556507
1985-08-15T00:00:00Z,1.8911371,2.4585624,1.5679803
1985-08-16T00:00:00Z,20.72893,133.29654,11.545412
1985-08-17T00:00:00Z,47.75654,235.80376,15.355903
1985-08-18T00:00:00Z,12.811824,72.52477,8.516148
1985-08-19T00:00:00Z,1.2753649,2.2840762,1.5113161
1985-08-20T00:00:00Z,1.5015988,1.0816644,1.040031
1985-08-21T00:00:00Z,22.40662,202.32486,14.224094
1985-08-22T00:00:00Z,0.05450532,0.025357753,0.15924117
1985-08-23T00:00:00Z,3.4154255,10.98716,3.3146884
1985-08-24T00:00:00Z,17.044064,57.025448,7.55152
1985-08-25T00:00:00Z,10.055899,12.442505,3.5273933
1985-08-26T00:00:00Z,6.7401648,16.711645,4.087988
1985-08-27T00:00:00Z,2.5734398,4.15538,2.0384748
1985-08-28T00:00:00Z,0.9921142,5.786069,2.4054248
1985-08-29T00:00:00Z,2.549416,8.922691,2.9870875
1985-08-30T00:00:00Z,5.593068,20.84969,4.566146
1985-08-31T00:00:00Z,0.4085029,0.4484716,0.66968024
1985-09-01T00:00:00Z,0.22221027,0.38001427,0.616453
1985-09-02T00:00:00Z,0.009405206,0.005198629,0.07210152
1985-09-03T00:00:00Z,0.02053713,0.023155095,0.15216798
1985-09-04T00:00:00Z,0.03825761,0.05730973,0.2393945
1985-09-05T00:00:00Z,0.39866984,0.52976245,0.7278478
1985-09-06T00:00:00Z,0.09506188,0.09909019,0.31478593
1985-09-07T00:00:00Z,0.60463744,1.2889658,1.1353263
1985-09-08T00:00:00Z,0.41939783,0.81250393,0.90139
1985-09-09T00:00:00Z,0.11784308,0.098614804,0.31402993
1985-09-10T00:00:00Z,0.13099357,0.21036153,0.45865184
1985-09-11T00:00:00Z,0.08518331,0.104308195,0.3229678
1985-09-12T00:00:00Z,0.113108285,0.09002972,0.3000495
1985-09-13T00:00:00Z,0,0,0
1985-09-14T00:00:00Z,0,0,0
1985-09-15T00:00:00Z,0,0,0
1985-09-16T00:00:00Z,0,0,0
1985-09-17T00:00:00Z,0,0,0
1985-09-18T00:00:00Z,0.002064842,0.002816129,0.053067207
1985-09-19T00:00:00Z,0,0,0
1985-09-20T00:00:00Z,0.002140236,7.27E-04,0.026955457
1985-09-21T00:00:00Z,0.012329761,0.00500095,0.0707174
1985-09-22T00:00:00Z,3.600344,23.459293,4.8434796
1985-09-23T00:00:00Z,0.23670045,0.30563977,0.55284697
1985-09-24T00:00:00Z,1.6424494,4.7021956,2.1684546
1985-09-25T00:00:00Z,0.6127144,3.373205,1.8366287
1985-09-26T00:00:00Z,2.9975617,63.962368,7.997648
1985-09-27T00:00:00Z,1.1415191,10.661659,3.2652197
1985-09-28T00:00:00Z,0.005890957,0.00509691,0.07139265
1985-09-29T00:00:00Z,1.37E-04,5.17E-05,0.0071893
1985-09-30T00:00:00Z,0.3484712,0.5577839,0.74684936
1985-10-01T00:00:00Z,8.716224,75.63428,8.696796
1985-10-02T00:00:00Z,27.484007,83.63599,9.145271
1985-10-03T00:00:00Z,13.078307,50.430695,7.101457
1985-10-04T00:00:00Z,4.3486814,16.427864,4.05313
1985-10-05T00:00:00Z,0.016845126,0.008850525,0.09407723
1985-10-06T00:00:00Z,0,0,0
1985-10-07T00:00:00Z,0,0,0
1985-10-08T00:00:00Z,0.001545557,4.76E-04,0.021806136
1985-10-09T00:00:00Z,0.00621958,0.002515167,0.050151438
1985-10-10T00:00:00Z,0.12857567,0.11021619,0.33198825
1985-10-11T00:00:00Z,0.002663288,8.33E-04,0.028870305
1985-10-12T00:00:00Z,0,0,0
1985-10-13T00:00:00Z,0.005407307,0.001660175,0.040745243
1985-10-14T00:00:00Z,2.5093157,4.710744,2.170425
1985-10-15T00:00:00Z,4.71023,8.224523,2.867843
1985-10-16T00:00:00Z,0.6963885,0.32614735,0.57109314
1985-10-17T00:00:00Z,0,0,0
1985-10-18T00:00:00Z,0,0,0
1985-10-19T00:00:00Z,0,0,0
1985-10-20T00:00:00Z,3.217047,3.93229,1.9830003
1985-10-21T00:00:00Z,15.123205,61.972927,7.8722887
1985-10-22T00:00:00Z,3.1599185,6.87085,2.6212306
1985-10-23T00:00:00Z,0.54107845,0.4815012,0.69390285
1985-10-24T00:00:00Z,0.026370388,0.012845741,0.11333905
1985-10-25T00:00:00Z,0,0,0
1985-10-26T00:00:00Z,0,0,0
1985-10-27T00:00:00Z,0,0,0
1985-10-28T00:00:00Z,0.005103073,0.004267744,0.06532797
