Year,Month,ClimateRegionIndex,SpeciesName,CohortAge,CohortWoodBiomass,CohortLeafBiomass,CohortBiomass,MortalityAGEwoodBiomass,MortalityAGEleafBiomass,MortalityTHINwoodBiomass,MortalityTHINleafBiomass,BaseLAI,SeaonalAdjustLAI,ActualLAI,SiteLAI,TreeLAI,GrowthLimitLAI,GrowthLimitSoilWater,GrowthLimitT,GrowthLimitN,GrowthLimitLAIcompetition,MaximumANPP,ActualWoodANPP,ActualLeafANPP,DeltaWood,DeltaLeaf,CohortMaximumBiomass,TotalSiteBiomass,AvailableWater,SoilTemperature,MineralNalloc,ResorbedNalloc,MineralNconsumed,ResorbedNconsumed,TotalNDemand,
10, 7, 1, QUAL, 10, 20, 0, 20, 0, 0, 0.06, 0, 0, 0, 1, 1, 1, 0.37, 0.01, 0.66, 1, 0.87, 380, 0.656, 0.164, 0.596, 0.164, 37000, 20, 1.6, 33, 3.706, 0, 0.01, 0, 0.01, 
10, 8, 1, QUAL, 10, 20.6, 0.2, 20.8, 0, 0, 0.062, 0, 0, 0.07, 1, 1, 1, 0.37, 0.01, 0.56, 1, 0.87, 380, 0.555, 0.1387, 0.493, 0.1387, 37000, 20, 1.8, 33.7, 3.536, 0, 0.009, 0, 0.009, 
10, 9, 1, QUAL, 10, 21.1, 0.3, 21.4, 0, 0, 0.065, 0, 0, 0.12, 1, 1, 1, 0.37, 1, 0.94, 1, 0.87, 380, 93.286, 23.3214, 93.221, 23.3214, 37000, 21, 13.1, 29.1, 3.348, 0, 1.456, 0, 1.456, 
10, 10, 1, QUAL, 10, 114.3, 23.6, 137.9, 0, 0, 0.345, 23.62408, 0.1, 1, 1, 1, 1, 0.37, 1, 0.93, 0.15, 0.87, 380, 13.451, 3.3628, 13.107, -20.2613, 37000, 137, 4.1, 18.9, 0.21, 0, 0.21, 0, 0.21, 
10, 11, 1, QUAL, 10, 127.4, 3.4, 130.8, 0, 0, 0.387, 3.36281, 0.1, 0.76, 1, 1, 1, 0.37, 1, 0.84, 0.51, 0.87, 380, 42.419, 10.6048, 42.032, 7.242, 37000, 130, 9.4, 14.4, 0.22, 0.443, 0, 0, 0.662, 
10, 12, 1, QUAL, 10, 169.4, 10.6, 180.1, 0, 0, 0.508, 10.60477, 0.2, 0.99, 0, 0, 0, 0, 1, 0.69, 1, 1, 380, 0, 0, -0.508, -10.6048, 37000, 180, 3.3, 7.6, 0.204, 0.506, 0, 0, 0, 
10, 1, 1, QUAL, 10, 168.9, 0, 168.9, 0, 0, 0.507, 0, 0.2, 0, 0, 0, 0, 0, 1, 0.6, 1, 1, 380, 0, 0, -0.507, 0, 37000, 168, 7, 3.3, 0.407, 0.704, 0, 0, 0, 
10, 2, 1, QUAL, 10, 168.4, 0, 168.4, 0, 0, 0.505, 0, 0.2, 0, 0, 0, 0, 0, 1, 0.59, 1, 1, 380, 0, 0, -0.505, 0, 37000, 168, 9.7, 2.6, 0.658, 0.704, 0, 0, 0, 
10, 3, 1, QUAL, 10, 167.9, 0, 167.9, 0, 0, 0.504, 0, 0.2, 0, 0, 0, 0, 0, 1, 0.84, 1, 1, 380, 0, 0, -0.504, 0, 37000, 167, 18.6, 14.4, 0.877, 0.704, 0, 0, 0, 
10, 4, 1, QUAL, 10, 167.4, 0, 167.4, 0, 0, 0.517, 0, 0.2, 0, 1, 1, 1, 0.37, 1, 0.93, 1, 0.87, 380, 92.464, 23.1161, 91.948, 23.1161, 37000, 167, 7.6, 18.8, 0.947, 0.704, 0.739, 0.704, 1.443, 
10, 5, 1, QUAL, 10, 259.4, 23.1, 282.5, 0, 0, 0.782, 0, 0.3, 1, 1, 1, 1, 0.37, 0.82, 0.98, 0.18, 0.87, 380, 14.001, 3.5003, 13.219, 3.5003, 37000, 282, 5.9, 21.6, 0.219, 0, 0.219, 0, 0.219, 
10, 6, 1, QUAL, 11, 272.6, 26.6, 299.2, 0, 0, 0.822, 0, 0.3, 1, 1, 1, 1, 0.37, 0.42, 1, 0.34, 0.87, 380, 14.024, 3.5061, 13.203, 3.5061, 37000, 299, 4.5, 23.6, 0.219, 0, 0.219, 0, 0.219, 
10, 7, 1, QUAL, 11, 285.8, 30.1, 315.9, 0, 0, 0.858, 0, 0.3, 1, 1, 1, 1, 0.37, 0.03, 0.96, 1, 0.87, 380, 2.716, 0.6791, 1.858, 0.6791, 37000, 315, 2.8, 28.5, 0.227, 0, 0.042, 0, 0.042, 
10, 8, 1, QUAL, 11, 287.7, 30.8, 318.5, 0, 0, 0.863, 0, 0.3, 1, 1, 1, 1, 0.37, 0.01, 0.97, 1, 0.87, 380, 0.958, 0.2396, 0.095, 0.2396, 37000, 318, 1.2, 28.2, 0.396, 0, 0.015, 0, 0.015, 
10, 9, 1, QUAL, 11, 287.7, 31, 318.8, 0, 0, 0.872, 0, 0.3, 1, 1, 1, 1, 0.37, 0.28, 1, 1, 0.87, 380, 27.916, 6.9791, 27.045, 6.9791, 37000, 318, 3.4, 25, 0.587, 0, 0.436, 0, 0.436, 
10, 10, 1, QUAL, 11, 314.8, 38, 352.8, 0, 0, 0.952, 38.02015, 0.3, 1, 1, 1, 1, 0.37, 1, 0.86, 0.28, 0.87, 380, 23.791, 5.9477, 22.839, -32.0724, 37000, 352, 4.4, 15.2, 0.371, 0, 0.371, 0, 0.371, 
10, 11, 1, QUAL, 11, 337.6, 5.9, 343.6, 0, 0, 1.032, 5.94772, 0.4, 0.92, 1, 1, 1, 0.37, 1, 0.73, 0.83, 0.87, 380, 60.435, 15.1089, 59.403, 9.1611, 37000, 343, 5.5, 9.3, 0.231, 0.712, 0, 0, 0.943, 
10, 12, 1, QUAL, 11, 397, 15.1, 412.1, 0, 0, 1.191, 15.10885, 0.4, 1, 0, 0, 0, 0, 1, 0.65, 1, 1, 380, 0, 0, -1.191, -15.1089, 37000, 412, 3.1, 5.4, 0.274, 0.824, 0, 0, 0, 
10, 1, 1, QUAL, 11, 395.8, 0, 395.8, 0, 0, 1.188, 0, 0.4, 0, 0, 0, 0, 0, 1, 0.63, 1, 1, 380, 0, 0, -1.188, 0, 37000, 395, 5.7, 4.7, 0.524, 1.107, 0, 0, 0, 
10, 2, 1, QUAL, 11, 394.7, 0, 394.7, 0, 0, 1.184, 0, 0.4, 0, 0, 0, 0, 0, 1, 0.6, 1, 1, 380, 0, 0, -1.184, 0, 37000, 394, 5.4, 3.3, 0.763, 1.107, 0, 0, 0, 
10, 3, 1, QUAL, 11, 393.5, 0, 393.5, 0, 0, 1.18, 0, 0.4, 0, 0, 0, 0, 0, 1, 0.72, 1, 1, 380, 0, 0, -1.18, 0, 37000, 393, 18.1, 9, 1.005, 1.107, 0, 0, 0, 
10, 4, 1, QUAL, 11, 392.3, 0, 392.3, 0, 0, 1.209, 0, 0.4, 0, 1, 1, 1, 0.37, 1, 0.88, 1, 0.87, 380, 87.391, 21.8477, 86.182, 21.8477, 37000, 392, 4.8, 16.1, 1.179, 1.107, 0.257, 1.107, 1.364, 
10, 5, 1, QUAL, 11, 478.5, 21.8, 500.3, 0, 0, 1.453, 0, 0.5, 1, 1, 1, 1, 0.37, 0.4, 0.96, 1, 0.87, 380, 37.739, 9.4347, 36.286, 9.4347, 37000, 500, 3.8, 20.4, 0.859, 0, 0.589, 0, 0.589, 
10, 6, 1, QUAL, 12, 514.8, 31.3, 546, 0, 0, 1.551, 0, 0.5, 1, 1, 1, 1, 0.37, 0.13, 0.99, 1, 0.87, 380, 13.021, 3.2553, 11.47, 3.2553, 37000, 546, 2.9, 23.1, 0.5, 0, 0.203, 0, 0.203, 
10, 7, 1, QUAL, 12, 526.2, 34.5, 560.8, 0, 0, 1.591, 0, 0.6, 1, 1, 1, 1, 0.37, 0.22, 1, 1, 0.87, 380, 22.172, 5.5429, 20.581, 5.5429, 37000, 560, 4.4, 25.9, 0.53, 0, 0.346, 0, 0.346, 
10, 8, 1, QUAL, 12, 546.8, 40.1, 586.9, 0, 0, 1.645, 0, 0.6, 1, 1, 1, 1, 0.37, 0.09, 1, 1, 0.87, 380, 8.65, 2.1625, 7.005, 2.1625, 37000, 586, 2.7, 23.8, 0.429, 0, 0.135, 0, 0.135, 
10, 9, 1, QUAL, 12, 553.8, 42.2, 596.1, 0, 0, 1.678, 0, 0.6, 1, 1, 1, 1, 0.37, 0.3, 0.96, 1, 0.87, 380, 28.442, 7.1105, 26.764, 7.1105, 37000, 596, 2.9, 20.3, 0.521, 0, 0.444, 0, 0.444, 
10, 10, 1, QUAL, 12, 580.6, 49.4, 629.9, 0, 0, 1.755, 49.35376, 0.6, 1, 1, 1, 1, 0.37, 1, 0.83, 0.26, 0.87, 380, 21.471, 5.3676, 19.716, -43.9861, 37000, 629, 4.2, 13.8, 0.335, 0, 0.335, 0, 0.335, 
10, 11, 1, QUAL, 12, 600.3, 5.4, 605.7, 0, 0, 1.815, 5.36763, 0.6, 0.9, 1, 1, 1, 0.37, 0.33, 0.74, 1, 0.87, 380, 23.911, 5.9777, 22.096, 0.6101, 37000, 605, 0.8, 9.7, 0.295, 0.925, 0, 0, 0.373, 
10, 12, 1, QUAL, 12, 622.4, 6, 628.4, 0, 0, 1.867, 5.97774, 0.6, 0.92, 0, 0, 0, 0, 1, 0.6, 1, 1, 380, 0, 0, -1.867, -5.9777, 37000, 628, 3.9, 3.3, 0.264, 1.025, 0, 0, 0, 
10, 1, 1, QUAL, 12, 620.5, 0, 620.5, 0, 0, 1.862, 0, 0.6, 0, 0, 0, 0, 0, 1, 0.56, 1, 1, 380, 0, 0, -1.862, 0, 37000, 620, 4.3, 1.4, 0.515, 1.137, 0, 0, 0, 
10, 2, 1, QUAL, 12, 618.7, 0, 618.7, 0, 0, 1.856, 0, 0.6, 0, 0, 0, 0, 0, 1, 0.67, 1, 1, 380, 0, 0, -1.856, 0, 37000, 618, 9.6, 6.5, 0.734, 1.137, 0, 0, 0, 
10, 3, 1, QUAL, 12, 616.8, 0, 616.8, 0, 0, 1.85, 0, 0.6, 0, 0, 0, 0, 0, 1, 0.72, 1, 1, 380, 0, 0, -1.85, 0, 37000, 616, 8, 8.7, 0.963, 1.137, 0, 0, 0, 
10, 4, 1, QUAL, 12, 615, 0, 615, 0, 0, 1.855, 0, 0.6, 0, 1, 1, 1, 0.37, 0.19, 0.9, 1, 0.87, 380, 16.655, 4.1638, 14.8, 4.1638, 37000, 614, 1.9, 17.1, 1.119, 1.137, 0, 0.26, 0.26, 
10, 5, 1, QUAL, 12, 629.8, 4.2, 633.9, 0, 0, 1.903, 0, 0.6, 0.83, 1, 1, 1, 0.37, 0.25, 0.92, 1, 0.87, 380, 23.107, 5.7767, 21.204, 5.7767, 37000, 633, 2.6, 18.3, 1.291, 0.877, 0, 0.361, 0.361, 
10, 6, 1, QUAL, 13, 651, 9.9, 660.9, 0, 0, 1.954, 0, 0.7, 0.99, 1, 1, 1, 0.37, 0.02, 1, 1, 0.87, 380, 1.587, 0.3967, -0.367, 0.3967, 37000, 660, 2.5, 25.7, 1.429, 0.517, 0, 0.025, 0.025, 
10, 7, 1, QUAL, 13, 650.6, 10.3, 660.9, 0, 0, 1.957, 0, 0.7, 0.99, 1, 1, 1, 0.37, 0.09, 1, 1, 0.87, 380, 8.575, 2.1437, 6.618, 2.1437, 37000, 660, 3.1, 25.6, 1.578, 0, 0.134, 0, 0.134, 
10, 8, 1, QUAL, 13, 657.2, 12.5, 669.7, 0, 0, 1.972, 0, 0.7, 0.99, 1, 1, 1, 0.37, 0.01, 1, 1, 0.87, 380, 0.989, 0.2473, -0.983, 0.2473, 37000, 669, 2.1, 24.1, 1.571, 0, 0.015, 0, 0.015, 
10, 9, 1, QUAL, 13, 656.2, 12.7, 669, 0, 0, 1.969, 0, 0.7, 1, 1, 1, 1, 0.37, 0.01, 0.96, 1, 0.87, 380, 0.954, 0.2384, -1.016, 0.2384, 37000, 668, 1, 20.5, 1.693, 0, 0.015, 0, 0.015, 
10, 10, 1, QUAL, 13, 655.2, 13, 668.2, 0, 0, 2.02, 12.96653, 0.7, 1, 1, 1, 1, 0.37, 1, 0.86, 1, 0.87, 380, 85.493, 21.3733, 83.473, 8.4068, 37000, 668, 5.5, 15.2, 1.838, 0, 1.335, 0, 1.335, 
10, 11, 1, QUAL, 13, 738.7, 21.4, 760.1, 0, 0, 2.262, 21.37333, 0.7, 1, 1, 1, 1, 0.37, 1, 0.77, 0.82, 0.87, 380, 61.952, 15.4881, 59.691, -5.8852, 37000, 760, 5.6, 10.8, 0.724, 0.243, 0, 0, 0.967, 
10, 12, 1, QUAL, 13, 798.4, 15.5, 813.9, 0, 0, 2.395, 15.48811, 0.8, 1, 0, 0, 0, 0, 1, 0.71, 1, 1, 380, 0, 0, -2.395, -15.4881, 37000, 813, 9.6, 8.3, 0.336, 0.643, 0, 0, 0, 
10, 1, 1, QUAL, 13, 796, 0, 796, 0, 0, 2.388, 0, 0.8, 0, 0, 0, 0, 0, 1, 0.57, 1, 1, 380, 0, 0, -2.388, 0, 37000, 795, 5.6, 1.6, 0.613, 0.934, 0, 0, 0, 
10, 2, 1, QUAL, 13, 793.6, 0, 793.6, 0, 0, 2.381, 0, 0.8, 0, 0, 0, 0, 0, 1, 0.67, 1, 1, 380, 0, 0, -2.381, 0, 37000, 793, 16.9, 6.6, 0.846, 0.934, 0, 0, 0, 
10, 3, 1, QUAL, 13, 791.2, 0, 791.2, 0, 0, 2.374, 0, 0.8, 0, 0, 0, 0, 0, 1, 0.77, 1, 1, 380, 0, 0, -2.374, 0, 37000, 791, 5.6, 11, 1.047, 0.934, 0, 0, 0, 
10, 4, 1, QUAL, 13, 788.8, 0, 788.8, 0, 0, 2.429, 0, 0.8, 0, 1, 1, 1, 0.37, 1, 0.82, 1, 0.87, 380, 81.728, 20.4321, 79.3, 20.4321, 37000, 788, 6.2, 13.5, 1.191, 0.934, 0.342, 0.934, 1.276, 
10, 5, 1, QUAL, 13, 868.1, 20.4, 888.6, 0, 0, 2.64, 0, 0.8, 1, 1, 1, 1, 0.37, 0.42, 0.98, 1, 0.87, 380, 41.099, 10.2747, 38.459, 10.2747, 37000, 888, 4.5, 21.7, 1.033, 0, 0.642, 0, 0.642, 
10, 6, 1, QUAL, 14, 906.6, 30.7, 937.3, 0, 0, 2.76, 0, 0.9, 1, 1, 1, 1, 0.37, 0.54, 0.99, 0.82, 0.87, 380, 43.662, 10.9156, 40.903, 10.9156, 37000, 937, 5.8, 23.2, 0.682, 0, 0.682, 0, 0.682, 
10, 7, 1, QUAL, 14, 947.5, 41.6, 989.1, 0, 0, 2.843, 0, 0.9, 1, 1, 1, 1, 0.37, 0.01, 0.99, 1, 0.87, 380, 0.986, 0.2464, -1.858, 0.2464, 37000, 989, 0.6, 26.4, 0.357, 0, 0.015, 0, 0.015, 
10, 8, 1, QUAL, 14, 945.6, 41.9, 987.5, 0, 0, 2.838, 0, 0.9, 1, 1, 1, 1, 0.37, 0.01, 0.99, 1, 0.87, 380, 0.985, 0.2462, -1.853, 0.2462, 37000, 987, 1.3, 26.5, 0.554, 0, 0.015, 0, 0.015, 
10, 9, 1, QUAL, 14, 943.8, 42.1, 985.9, 0, 0, 2.832, 0, 0.9, 1, 1, 1, 1, 0.37, 0.01, 0.97, 1, 0.87, 380, 0.961, 0.2403, -1.871, 0.2403, 37000, 985, 1.3, 21.1, 0.75, 0, 0.015, 0, 0.015, 
10, 10, 1, QUAL, 14, 941.9, 42.4, 984.3, 0, 0, 2.884, 42.35525, 0.9, 1, 1, 1, 1, 0.37, 1, 0.87, 0.7, 0.87, 380, 60.737, 15.1841, 57.852, -27.1711, 37000, 984, 4.4, 15.7, 0.948, 0, 0.948, 0, 0.948, 
10, 11, 1, QUAL, 14, 999.8, 15.2, 1015, 0, 0, 3.073, 15.18413, 1, 1, 1, 1, 1, 0.37, 1, 0.75, 1, 0.87, 380, 73.916, 18.479, 70.843, 3.2949, 37000, 1014, 8.5, 10, 0.389, 0.794, 0, 0, 1.154, 
10, 12, 1, QUAL, 14, 1070.6, 18.5, 1089.1, 0, 0, 3.212, 18.47902, 1, 1, 0, 0, 0, 0, 1, 0.6, 1, 1, 380, 0, 0, -3.212, -18.479, 37000, 1089, 8.5, 3.4, 0.351, 1.078, 0, 0, 0, 
10, 1, 1, QUAL, 14, 1067.4, 0, 1067.4, 0, 0, 3.202, 0, 1, 0, 0, 0, 0, 0, 1, 0.61, 1, 1, 380, 0, 0, -3.202, 0, 37000, 1067, 7.3, 3.7, 0.601, 1.424, 0, 0, 0, 
10, 2, 1, QUAL, 14, 1064.2, 0, 1064.2, 0, 0, 3.193, 0, 1, 0, 0, 0, 0, 0, 1, 0.63, 1, 1, 380, 0, 0, -3.193, 0, 37000, 1064, 11.4, 4.9, 0.852, 1.424, 0, 0, 0, 
10, 3, 1, QUAL, 14, 1061, 0, 1061, 0, 0, 3.183, 0, 1, 0, 0, 0, 0, 0, 1, 0.76, 1, 1, 380, 0, 0, -3.183, 0, 37000, 1061, 20.6, 10.6, 1.084, 1.424, 0, 0, 0, 
10, 4, 1, QUAL, 14, 1057.8, 0, 1057.8, 0, 0, 3.258, 0, 1, 0, 1, 1, 1, 0.37, 1, 0.82, 1, 0.87, 380, 80.882, 20.2206, 77.625, 20.2206, 37000, 1057, 9.7, 13.1, 1.274, 1.424, 0, 1.263, 1.263, 
10, 5, 1, QUAL, 14, 1135.4, 20.2, 1155.7, 0, 0, 3.465, 0, 1.1, 1, 1.1, 1.1, 1.1, 0.39, 0.53, 0.94, 1, 0.86, 380, 51.043, 12.7609, 47.579, 12.7609, 37000, 1155, 4.2, 18.9, 1.388, 0.162, 0.635, 0.162, 0.797, 
10, 6, 1, QUAL, 15, 1183, 33, 1216, 0, 0, 3.551, 0, 1.1, 1, 1.1, 1.1, 1.1, 0.4, 0.02, 0.99, 1, 0.86, 380, 1.705, 0.4262, -1.846, 0.4262, 37000, 1216, 2.1, 23, 1.003, 0, 0.027, 0, 0.027, 
10, 7, 1, QUAL, 15, 1181.2, 33.4, 1214.6, 0, 0, 3.632, 0, 1.1, 1, 1.1, 1.1, 1.1, 0.4, 0.7, 1, 1, 0.86, 380, 73.141, 18.2853, 69.509, 18.2853, 37000, 1214, 7.6, 24.2, 1.2, 0, 1.142, 0, 1.142, 
10, 8, 1, QUAL, 15, 1250.7, 51.7, 1302.4, 0, 0, 3.753, 0, 1.1, 1, 1.1, 1.1, 1.1, 0.41, 0.01, 1, 1, 0.85, 380, 1.073, 0.2681, -2.681, 0.2681, 37000, 1302, 2.1, 24.9, 0.456, 0, 0.017, 0, 0.017, 
10, 9, 1, QUAL, 15, 1248, 52, 1300, 0, 0, 3.745, 0, 1.1, 1, 1.1, 1.1, 1.1, 0.41, 0.01, 0.95, 1, 0.85, 380, 1.015, 0.2538, -2.73, 0.2538, 37000, 1299, 0.3, 19.6, 0.664, 0, 0.016, 0, 0.016, 
10, 10, 1, QUAL, 15, 1245.3, 52.2, 1297.5, 0, 0, 3.737, 52.21499, 1.1, 1, 1.1, 1.1, 1.1, 0.41, 0.01, 0.95, 1, 0.85, 380, 1.012, 0.2531, -2.725, -51.9619, 37000, 1297, 1.1, 19.5, 0.85, 0, 0.016, 0, 0.016, 
10, 11, 1, QUAL, 15, 1242.6, 0.3, 1242.8, 0, 0, 3.814, 0.25305, 1.1, 0.1, 1, 1, 1, 0.37, 1, 0.71, 1, 0.87, 380, 70.032, 17.5081, 66.218, 17.2551, 37000, 1242, 2.3, 8.2, 1.038, 0.978, 0, 0, 1.093, 
10, 12, 1, QUAL, 15, 1308.8, 17.5, 1326.3, 0, 0, 3.926, 17.50812, 1.2, 1, 0, 0, 0, 0, 1, 0.75, 1, 1, 380, 0, 0, -3.926, -17.5081, 37000, 1326, 3.3, 10.1, 0.354, 0.983, 0, 0, 0, 
10, 1, 1, QUAL, 15, 1304.8, 0, 1304.8, 0, 0, 3.915, 0, 1.2, 0, 0, 0, 0, 0, 1, 0.6, 1, 1, 380, 0, 0, -3.915, 0, 37000, 1304, 4.5, 3.1, 0.682, 1.311, 0, 0, 0, 
10, 2, 1, QUAL, 15, 1300.9, 0, 1300.9, 0, 0, 3.903, 0, 1.2, 0, 0, 0, 0, 0, 1, 0.7, 1, 1, 380, 0, 0, -3.903, 0, 37000, 1300, 17.3, 7.8, 0.938, 1.311, 0, 0, 0, 
10, 3, 1, QUAL, 15, 1297, 0, 1297, 0, 0, 3.891, 0, 1.2, 0, 0, 0, 0, 0, 1, 0.73, 1, 1, 380, 0, 0, -3.891, 0, 37000, 1297, 12.9, 9.2, 1.155, 1.311, 0, 0, 0, 
10, 4, 1, QUAL, 15, 1293.1, 0, 1293.1, 0, 0, 3.986, 0, 1.2, 0, 1, 1, 1, 0.37, 1, 0.83, 1, 0.87, 380, 82.445, 20.6112, 78.458, 20.6112, 37000, 1293, 7.8, 13.8, 1.359, 1.311, 0, 1.287, 1.287, 
10, 5, 1, QUAL, 15, 1371.6, 20.6, 1392.2, 0, 0, 4.251, 0, 1.2, 1, 1.2, 1.2, 1.2, 0.44, 1, 0.93, 0.94, 0.84, 380, 97.269, 24.3172, 93.017, 24.3172, 37000, 1392, 9.6, 18.5, 1.494, 0.024, 1.494, 0.024, 1.518, 
10, 6, 1, QUAL, 16, 1464.6, 44.9, 1509.5, 0, 0, 4.409, 0, 1.3, 1, 1.3, 1.3, 1.3, 0.45, 0.09, 1, 1, 0.84, 380, 10.176, 2.544, 5.766, 2.544, 37000, 1509, 2.9, 24.7, 0.422, 0, 0.159, 0, 0.159, 
10, 7, 1, QUAL, 16, 1470.4, 47.5, 1517.8, 0, 0, 4.459, 0, 1.3, 1, 1.3, 1.3, 1.3, 0.45, 0.27, 1, 1, 0.84, 380, 30.882, 7.7204, 26.423, 7.7204, 37000, 1517, 4.5, 25, 0.534, 0, 0.482, 0, 0.482, 
10, 8, 1, QUAL, 16, 1496.8, 55.2, 1552, 0, 0, 4.53, 0, 1.3, 1, 1.3, 1.3, 1.3, 0.46, 0.58, 1, 0.37, 0.83, 380, 24.93, 6.2325, 20.4, 6.2325, 37000, 1551, 6.1, 23.9, 0.389, 0, 0.389, 0, 0.389, 
10, 9, 1, QUAL, 16, 1517.2, 61.4, 1578.6, 0, 0, 4.553, 0, 1.3, 1, 1.3, 1.3, 1.3, 0.46, 0.01, 0.97, 1, 0.83, 380, 1.13, 0.2824, -3.424, 0.2824, 37000, 1578, 0, 21.1, 0.409, 0, 0.018, 0, 0.018, 
10, 10, 1, QUAL, 16, 1513.8, 61.7, 1575.5, 0, 0, 4.603, 61.70767, 1.3, 1, 1.3, 1.3, 1.3, 0.46, 0.71, 0.91, 0.51, 0.83, 380, 38.598, 9.6495, 33.994, -52.0582, 37000, 1575, 3.5, 17.5, 0.603, 0, 0.603, 0, 0.603, 
10, 11, 1, QUAL, 16, 1547.8, 9.6, 1557.4, 0, 0, 4.801, 9.6495, 1.3, 0.98, 1.3, 1.3, 1.3, 0.46, 1, 0.85, 1, 0.83, 380, 99.224, 24.8061, 94.423, 15.1566, 37000, 1557, 14.2, 14.8, 0.429, 1.156, 0, 0, 1.549, 
10, 12, 1, QUAL, 16, 1642.2, 24.8, 1667, 0, 0, 4.927, 24.80611, 1.4, 1, 0, 0, 0, 0, 1, 0.61, 1, 1, 380, 0, 0, -4.927, -24.8061, 37000, 1666, 3, 3.7, 0.377, 1.337, 0, 0, 0, 
10, 1, 1, QUAL, 16, 1637.3, 0, 1637.3, 0, 0, 4.912, 0, 1.4, 0, 0, 0, 0, 0, 1, 0.56, 1, 1, 380, 0, 0, -4.912, 0, 37000, 1637, 4.3, 1.3, 0.642, 1.802, 0, 0, 0, 
10, 2, 1, QUAL, 16, 1632.4, 0, 1632.4, 0, 0, 4.897, 0, 1.4, 0, 0, 0, 0, 0, 1, 0.65, 1, 1, 380, 0, 0, -4.897, 0, 37000, 1632, 10.9, 5.5, 0.914, 1.802, 0, 0, 0, 
10, 3, 1, QUAL, 16, 1627.5, 0, 1627.5, 0, 0, 4.882, 0, 1.4, 0, 0, 0, 0, 0, 1, 0.79, 1, 1, 380, 0, 0, -4.882, 0, 37000, 1627, 7.6, 12.1, 1.129, 1.802, 0, 0, 0, 
10, 4, 1, QUAL, 16, 1622.6, 0, 1622.6, 0, 0, 4.897, 0, 1.4, 0, 1, 1, 1, 0.37, 0.2, 0.89, 1, 0.87, 380, 17.783, 4.4457, 12.885, 4.4457, 37000, 1622, 1.8, 16.7, 1.349, 1.802, 0, 0.278, 0.278, 
10, 5, 1, QUAL, 16, 1635.5, 4.4, 1639.9, 0, 0, 4.941, 0, 1.4, 0.85, 1.2, 1.2, 1.2, 0.42, 0.2, 0.96, 1, 0.85, 380, 20.612, 5.1531, 15.671, 5.1531, 37000, 1639, 2.7, 20.3, 1.553, 1.524, 0, 0.322, 0.322, 
10, 6, 1, QUAL, 17, 1651.1, 9.6, 1660.7, 0, 0, 4.96, 0, 1.4, 0.98, 1.4, 1.4, 1.4, 0.48, 0.03, 1, 1, 0.83, 380, 3.663, 0.9157, -1.297, 0.9157, 37000, 1660, 2.3, 23.8, 1.735, 1.202, 0, 0.057, 0.057, 
10, 7, 1, QUAL, 17, 1649.8, 10.5, 1660.3, 0, 0, 4.952, 0, 1.4, 0.99, 1.4, 1.4, 1.4, 0.48, 0.01, 0.98, 1, 0.82, 380, 1.173, 0.2932, -3.779, 0.2932, 37000, 1660, 2.1, 27.5, 1.904, 0, 0.018, 0, 0.018, 
10, 8, 1, QUAL, 17, 1646.1, 10.8, 1656.9, 0, 0, 5.121, 0, 1.4, 0.99, 1.4, 1.4, 1.4, 0.48, 0.9, 1, 1, 0.82, 380, 107.714, 26.9284, 102.592, 26.9284, 37000, 1656, 8.2, 23.7, 2.062, 0, 1.681, 0, 1.681, 
10, 9, 1, QUAL, 17, 1748.6, 37.7, 1786.4, 0, 0, 5.248, 0, 1.5, 1, 1.5, 1.5, 1.5, 0.5, 0.01, 0.98, 1, 0.82, 380, 1.209, 0.3024, -4.039, 0.3024, 37000, 1786, 1.4, 22.3, 0.795, 0, 0.019, 0, 0.019, 
10, 10, 1, QUAL, 17, 1744.6, 38, 1782.6, 0, 0, 5.313, 38.03836, 1.5, 1, 1.5, 1.5, 1.5, 0.5, 0.39, 0.89, 1, 0.82, 380, 43.066, 10.7664, 37.752, -27.272, 37000, 1782, 2.1, 16.5, 0.995, 0, 0.672, 0, 0.672, 
10, 11, 1, QUAL, 17, 1782.4, 10.8, 1793.1, 0, 0, 5.508, 10.76637, 1.5, 0.99, 1.5, 1.5, 1.5, 0.5, 1, 0.77, 0.91, 0.82, 380, 86.266, 21.5666, 80.759, 10.8002, 37000, 1793, 6.4, 11, 0.634, 0.713, 0, 0, 1.347, 
10, 12, 1, QUAL, 17, 1863.1, 21.6, 1884.7, 0, 0, 5.589, 21.56661, 1.5, 1, 0, 0, 0, 0, 1, 0.64, 1, 1, 380, 0, 0, -5.589, -21.5666, 37000, 1884, 6.6, 5.3, 0.38, 0.914, 0, 0, 0, 
10, 1, 1, QUAL, 17, 1857.5, 0, 1857.5, 0, 0, 5.573, 0, 1.5, 0, 0, 0, 0, 0, 1, 0.61, 1, 1, 380, 0, 0, -5.573, 0, 37000, 1857, 5, 3.8, 0.639, 1.318, 0, 0, 0, 
10, 2, 1, QUAL, 17, 1852, 0, 1852, 0, 0, 5.556, 0, 1.5, 0, 0, 0, 0, 0, 1, 0.69, 1, 1, 380, 0, 0, -5.556, 0, 37000, 1851, 6.9, 7.2, 0.886, 1.318, 0, 0, 0, 
10, 3, 1, QUAL, 17, 1846.4, 0, 1846.4, 0, 0, 5.539, 0, 1.5, 0, 0, 0, 0, 0, 1, 0.77, 1, 1, 380, 0, 0, -5.539, 0, 37000, 1846, 5.3, 10.9, 1.137, 1.318, 0, 0, 0, 
