Year,Month,ClimateRegionIndex,SpeciesName,CohortAge,CohortWoodBiomass,CohortLeafBiomass,CohortBiomass,MortalityAGEwoodBiomass,MortalityAGEleafBiomass,MortalityTHINwoodBiomass,MortalityTHINleafBiomass,BaseLAI,SeaonalAdjustLAI,ActualLAI,SiteLAI,TreeLAI,GrowthLimitLAI,GrowthLimitSoilWater,GrowthLimitT,GrowthLimitN,GrowthLimitLAIcompetition,MaximumANPP,ActualWoodANPP,ActualLeafANPP,DeltaWood,DeltaLeaf,CohortMaximumBiomass,TotalSiteBiomass,AvailableWater,SoilTemperature,MineralNalloc,ResorbedNalloc,MineralNconsumed,ResorbedNconsumed,TotalNDemand,
50, 5, 1, QUAL, 57, 8726.6, 21.3, 8747.9, 0.002, 0, 27.418, 0, 3.4, 1, 3.4, 3.4, 3.4, 0.79, 0.56, 0.96, 1, 0.62, 380, 80.725, 20.1813, 53.305, 20.1813, 37000, 8747, 4.9, 20.7, 2.075, 0.785, 0.475, 0.785, 1.26, 
50, 6, 1, QUAL, 58, 8779.9, 41.5, 8821.4, 0.002, 1E-05, 26.363, 0, 3.4, 1, 3.4, 3.4, 3.4, 0.79, 0.01, 1, 1, 0.62, 380, 1.505, 0.3763, -24.86, 0.3762, 37000, 8821, 0.8, 24.5, 1.845, 0, 0.023, 0, 0.023, 
50, 7, 1, QUAL, 58, 8755, 41.9, 8796.9, 0.002, 1E-05, 26.78, 0, 3.4, 1, 3.4, 3.4, 3.4, 0.79, 0.22, 0.99, 1, 0.62, 380, 33.253, 8.3132, 6.471, 8.3132, 37000, 8796, 4.6, 26.7, 2.03, 0, 0.519, 0, 0.519, 
50, 8, 1, QUAL, 58, 8761.5, 50.2, 8811.7, 0.002, 1E-05, 26.333, 0, 3.4, 1, 3.4, 3.4, 3.4, 0.79, 0.02, 1, 1, 0.62, 380, 3.093, 0.7732, -23.242, 0.7732, 37000, 8811, 2.4, 25.1, 1.788, 0, 0.048, 0, 0.048, 
50, 9, 1, QUAL, 58, 8738.3, 51, 8789.3, 0.002, 1E-05, 26.293, 0, 3.4, 1, 3.4, 3.4, 3.4, 0.79, 0.03, 0.98, 1, 0.62, 380, 5.063, 1.2658, -21.232, 1.2658, 37000, 8789, 1.7, 21.5, 1.959, 0, 0.079, 0, 0.079, 
50, 10, 1, QUAL, 58, 8717, 52.3, 8769.3, 0.002, 1E-05, 28.093, 52.25562, 3.4, 1, 3.4, 3.4, 3.4, 0.79, 1, 0.84, 1, 0.62, 380, 126.057, 31.5142, 97.962, -20.7414, 37000, 8769, 3.9, 14, 2.078, 0, 1.968, 0, 1.968, 
50, 11, 1, QUAL, 58, 8815, 31.5, 8846.5, 0.002, 1E-05, 28.274, 31.51419, 3.4, 1, 3.4, 3.4, 3.4, 0.8, 1, 0.78, 1, 0.62, 380, 116.966, 29.2414, 88.69, -2.2728, 37000, 8846, 10, 11.3, 0.928, 0.979, 0, 0, 1.826, 
50, 12, 1, QUAL, 58, 8903.7, 29.2, 8932.9, 0.002, 1E-05, 26.711, 29.24138, 3.4, 1, 0, 0, 0, 0, 1, 0.64, 1, 1, 380, 0, 0, -26.713, -29.2414, 37000, 8932, 6, 4.9, 0.653, 1.57, 0, 0, 0, 
50, 1, 1, QUAL, 58, 8877, 0, 8877, 0.002, 0, 26.631, 0, 3.4, 0, 0, 0, 0, 0, 1, 0.61, 1, 1, 380, 0, 0, -26.633, 0, 37000, 8876, 8.3, 3.5, 1.038, 2.117, 0, 0, 0, 
50, 2, 1, QUAL, 58, 8850.3, 0, 8850.3, 0.002, 0, 26.551, 0, 3.4, 0, 0, 0, 0, 0, 1, 0.69, 1, 1, 380, 0, 0, -26.553, 0, 37000, 8850, 13.3, 7.4, 1.362, 2.117, 0, 0, 0, 
50, 3, 1, QUAL, 58, 8823.8, 0, 8823.8, 0.002, 0, 26.471, 0, 3.4, 0, 0, 0, 0, 0, 1, 0.79, 1, 1, 380, 0, 0, -26.473, 0, 37000, 8823, 9.3, 11.7, 1.662, 2.117, 0, 0, 0, 
50, 4, 1, QUAL, 58, 8797.3, 0, 8797.3, 0.002, 0, 27.714, 0, 3.4, 0, 1, 1, 1, 0.37, 1, 0.86, 1, 0.87, 380, 85.383, 21.3459, 57.667, 21.3459, 37000, 8797, 5.2, 15.2, 1.884, 2.117, 0, 1.333, 1.333, 
50, 5, 1, QUAL, 58, 8855, 21.3, 8876.3, 0.002, 0, 27.834, 0, 3.4, 1, 3.4, 3.4, 3.4, 0.8, 0.56, 0.96, 1, 0.62, 380, 80.701, 20.1752, 52.865, 20.1752, 37000, 8876, 4.9, 20.7, 2.08, 0.784, 0.475, 0.784, 1.26, 
50, 6, 1, QUAL, 59, 8907.9, 41.5, 8949.4, 0.002, 1E-05, 26.748, 0, 3.4, 1, 3.4, 3.4, 3.4, 0.8, 0.01, 1, 1, 0.62, 380, 1.504, 0.3761, -25.245, 0.3761, 37000, 8949, 0.8, 24.5, 1.847, 0, 0.023, 0, 0.023, 
50, 7, 1, QUAL, 59, 8882.6, 41.9, 8924.5, 0.002, 1E-05, 27.175, 0, 3.4, 1, 3.4, 3.4, 3.4, 0.8, 0.22, 0.99, 1, 0.62, 380, 33.243, 8.3107, 6.065, 8.3107, 37000, 8924, 4.6, 26.7, 2.032, 0, 0.519, 0, 0.519, 
50, 8, 1, QUAL, 59, 8888.7, 50.2, 8938.9, 0.002, 1E-05, 26.715, 0, 3.4, 1, 3.4, 3.4, 3.4, 0.8, 0.02, 1, 1, 0.62, 380, 3.061, 0.7651, -23.656, 0.7651, 37000, 8938, 2.4, 25.1, 1.788, 0, 0.048, 0, 0.048, 
50, 9, 1, QUAL, 59, 8865, 51, 8916, 0.002, 1E-05, 26.675, 0, 3.4, 1, 3.4, 3.4, 3.4, 0.8, 0.03, 0.98, 1, 0.62, 380, 5.028, 1.2569, -21.649, 1.2569, 37000, 8915, 1.7, 21.5, 1.959, 0, 0.078, 0, 0.078, 
50, 10, 1, QUAL, 59, 8843.4, 52.2, 8895.6, 0.002, 1E-05, 28.519, 52.22992, 3.4, 1, 3.4, 3.4, 3.4, 0.8, 1, 0.84, 1, 0.62, 380, 126.02, 31.5049, 97.498, -20.725, 37000, 8895, 3.9, 14, 2.079, 0, 1.967, 0, 1.967, 
50, 11, 1, QUAL, 59, 8940.9, 31.5, 8972.4, 0.002, 1E-05, 28.696, 31.50494, 3.4, 1, 3.4, 3.4, 3.4, 0.8, 1, 0.78, 1, 0.62, 380, 116.93, 29.2326, 88.232, -2.2724, 37000, 8972, 10, 11.3, 0.936, 0.979, 0, 0, 1.825, 
50, 12, 1, QUAL, 59, 9029.1, 29.2, 9058.3, 0.002, 1E-05, 27.087, 29.23256, 3.4, 1, 0, 0, 0, 0, 1, 0.64, 1, 1, 380, 0, 0, -27.089, -29.2326, 37000, 9058, 6, 4.9, 0.659, 1.569, 0, 0, 0, 
50, 1, 1, QUAL, 59, 9002, 0, 9002, 0.002, 0, 27.006, 0, 3.4, 0, 0, 0, 0, 0, 1, 0.61, 1, 1, 380, 0, 0, -27.008, 0, 37000, 9002, 8.3, 3.5, 1.047, 2.117, 0, 0, 0, 
50, 2, 1, QUAL, 59, 8975, 0, 8975, 0.002, 0, 26.925, 0, 3.4, 0, 0, 0, 0, 0, 1, 0.69, 1, 1, 380, 0, 0, -26.927, 0, 37000, 8975, 13.3, 7.4, 1.373, 2.117, 0, 0, 0, 
50, 3, 1, QUAL, 59, 8948.1, 0, 8948.1, 0.002, 0, 26.844, 0, 3.4, 0, 0, 0, 0, 0, 1, 0.79, 1, 1, 380, 0, 0, -26.846, 0, 37000, 8948, 9.3, 11.7, 1.673, 2.117, 0, 0, 0, 
50, 4, 1, QUAL, 59, 8921.2, 0, 8921.2, 0.002, 0, 28.118, 0, 3.4, 0, 1, 1, 1, 0.37, 1, 0.86, 1, 0.87, 380, 85.383, 21.3458, 57.263, 21.3458, 37000, 8921, 5.2, 15.2, 1.892, 2.117, 0, 1.333, 1.333, 
50, 5, 1, QUAL, 59, 8978.5, 21.3, 8999.8, 0.002, 0, 28.235, 0, 3.4, 1, 3.4, 3.4, 3.4, 0.8, 0.56, 0.96, 1, 0.62, 380, 80.677, 20.1692, 52.44, 20.1692, 37000, 8999, 4.9, 20.7, 2.088, 0.784, 0.476, 0.784, 1.259, 
50, 6, 1, QUAL, 60, 9030.9, 41.5, 9072.4, 0.002, 1E-05, 27.117, 0, 3.4, 1, 3.4, 3.4, 3.4, 0.8, 0.01, 1, 1, 0.62, 380, 1.504, 0.376, -25.616, 0.376, 37000, 9072, 0.8, 24.5, 1.852, 0, 0.023, 0, 0.023, 
60, 7, 1, QUAL, 60, 9005.3, 41.9, 9047.2, 0.002, 1E-05, 27.556, 0, 3.4, 1, 3.4, 3.4, 3.4, 0.8, 0.22, 0.99, 1, 0.62, 380, 33.233, 8.3082, 5.675, 8.3082, 37000, 9047, 4.6, 26.7, 2.037, 0, 0.519, 0, 0.519, 
60, 8, 1, QUAL, 60, 9011, 50.2, 9061.2, 0.002, 1E-05, 27.082, 0, 3.4, 1, 3.4, 3.4, 3.4, 0.8, 0.02, 1, 1, 0.62, 380, 3.038, 0.7595, -24.047, 0.7595, 37000, 9061, 2.4, 25.1, 1.79, 0, 0.047, 0, 0.047, 
60, 9, 1, QUAL, 60, 8986.9, 51, 9037.9, 0.002, 1E-05, 27.042, 0, 3.4, 1, 3.4, 3.4, 3.4, 0.8, 0.03, 0.98, 1, 0.62, 380, 5.003, 1.2507, -22.041, 1.2507, 37000, 9037, 1.7, 21.5, 1.961, 0, 0.078, 0, 0.078, 
60, 10, 1, QUAL, 60, 8964.9, 52.2, 9017.1, 0.002, 1E-05, 28.931, 52.20942, 3.4, 1, 3.4, 3.4, 3.4, 0.8, 1, 0.84, 1, 0.62, 380, 125.983, 31.4957, 97.05, -20.7137, 37000, 9017, 3.9, 14, 2.082, 0, 1.967, 0, 1.967, 
60, 11, 1, QUAL, 60, 9062, 31.5, 9093.4, 0.002, 1E-05, 29.103, 31.49569, 3.4, 1, 3.4, 3.4, 3.4, 0.8, 1, 0.78, 1, 0.62, 380, 116.895, 29.2238, 87.79, -2.2719, 37000, 9093, 10, 11.3, 0.946, 0.978, 0, 0, 1.825, 
60, 12, 1, QUAL, 60, 9149.7, 29.2, 9179, 0.002, 1E-05, 27.449, 29.22378, 3.4, 1, 0, 0, 0, 0, 1, 0.64, 1, 1, 380, 0, 0, -27.451, -29.2238, 37000, 9178, 6, 4.9, 0.666, 1.568, 0, 0, 0, 
60, 1, 1, QUAL, 60, 9122.3, 0, 9122.3, 0.002, 0, 27.367, 0, 3.4, 0, 0, 0, 0, 0, 1, 0.61, 1, 1, 380, 0, 0, -27.369, 0, 37000, 9122, 8.3, 3.5, 1.057, 2.116, 0, 0, 0, 
60, 2, 1, QUAL, 60, 9094.9, 0, 9094.9, 0.002, 0, 27.285, 0, 3.4, 0, 0, 0, 0, 0, 1, 0.69, 1, 1, 380, 0, 0, -27.287, 0, 37000, 9094, 13.3, 7.4, 1.385, 2.116, 0, 0, 0, 
60, 3, 1, QUAL, 60, 9067.6, 0, 9067.6, 0.002, 0, 27.203, 0, 3.4, 0, 0, 0, 0, 0, 1, 0.79, 1, 1, 380, 0, 0, -27.205, 0, 37000, 9067, 9.3, 11.7, 1.685, 2.116, 0, 0, 0, 
60, 4, 1, QUAL, 60, 9040.4, 0, 9040.4, 0.002, 0, 28.507, 0, 3.4, 0, 1, 1, 1, 0.37, 1, 0.86, 1, 0.87, 380, 85.383, 21.3458, 56.874, 21.3458, 37000, 9040, 5.2, 15.2, 1.901, 2.116, 0, 1.333, 1.333, 
60, 5, 1, QUAL, 60, 9097.3, 21.3, 9118.6, 0.002, 1E-05, 28.621, 0, 3.4, 1, 3.4, 3.4, 3.4, 0.8, 0.56, 0.96, 1, 0.62, 380, 80.653, 20.1632, 52.03, 20.1632, 37000, 9118, 4.9, 20.7, 2.099, 0.783, 0.476, 0.783, 1.259, 
60, 6, 1, QUAL, 61, 9149.3, 41.5, 9190.8, 0.002, 1E-05, 27.473, 0, 3.4, 1, 3.4, 3.4, 3.4, 0.8, 0.01, 1, 1, 0.62, 380, 1.503, 0.3758, -25.972, 0.3758, 37000, 9190, 0.8, 24.5, 1.86, 0, 0.023, 0, 0.023, 
60, 7, 1, QUAL, 61, 9123.4, 41.9, 9165.2, 0.002, 1E-05, 27.922, 0, 3.4, 1, 3.4, 3.4, 3.4, 0.8, 0.22, 0.99, 1, 0.62, 380, 33.223, 8.3057, 5.298, 8.3057, 37000, 9165, 4.6, 26.7, 2.045, 0, 0.519, 0, 0.519, 
60, 8, 1, QUAL, 61, 9128.7, 50.2, 9178.9, 0.002, 1E-05, 27.436, 0, 3.4, 1, 3.4, 3.4, 3.4, 0.8, 0.02, 1, 1, 0.62, 380, 3.022, 0.7556, -24.416, 0.7556, 37000, 9178, 2.4, 25.1, 1.797, 0, 0.047, 0, 0.047, 
60, 9, 1, QUAL, 61, 9104.2, 50.9, 9155.2, 0.002, 1E-05, 27.395, 0, 3.4, 1, 3.4, 3.4, 3.4, 0.8, 0.03, 0.98, 1, 0.62, 380, 4.985, 1.2463, -22.412, 1.2463, 37000, 9155, 1.7, 21.5, 1.968, 0, 0.078, 0, 0.078, 
60, 10, 1, QUAL, 61, 9081.8, 52.2, 9134, 0.002, 1E-05, 29.327, 52.19249, 3.4, 1, 3.4, 3.4, 3.4, 0.8, 1, 0.84, 1, 0.62, 380, 125.946, 31.4865, 96.617, -20.706, 37000, 9134, 3.9, 14, 2.089, 0, 1.966, 0, 1.966, 
60, 11, 1, QUAL, 61, 9178.4, 31.5, 9209.9, 0.002, 1E-05, 29.494, 31.4865, 3.4, 1, 3.4, 3.4, 3.4, 0.8, 1, 0.78, 1, 0.62, 380, 116.86, 29.2151, 87.364, -2.2714, 37000, 9209, 10, 11.3, 0.958, 0.978, 0, 0, 1.824, 
60, 12, 1, QUAL, 61, 9265.8, 29.2, 9295, 0.002, 1E-05, 27.797, 29.21507, 3.4, 1, 0, 0, 0, 0, 1, 0.64, 1, 1, 380, 0, 0, -27.8, -29.2151, 37000, 9295, 6, 4.9, 0.674, 1.568, 0, 0, 0, 
60, 1, 1, QUAL, 61, 9238, 0, 9238, 0.002, 0, 27.714, 0, 3.4, 0, 0, 0, 0, 0, 1, 0.61, 1, 1, 380, 0, 0, -27.716, 0, 37000, 9238, 8.3, 3.5, 1.067, 2.115, 0, 0, 0, 
60, 2, 1, QUAL, 61, 9210.3, 0, 9210.3, 0.002, 0, 27.631, 0, 3.4, 0, 0, 0, 0, 0, 1, 0.69, 1, 1, 380, 0, 0, -27.633, 0, 37000, 9210, 13.3, 7.4, 1.396, 2.115, 0, 0, 0, 
60, 3, 1, QUAL, 61, 9182.7, 0, 9182.7, 0.002, 0, 27.548, 0, 3.4, 0, 0, 0, 0, 0, 1, 0.79, 1, 1, 380, 0, 0, -27.55, 0, 37000, 9182, 9.3, 11.7, 1.698, 2.115, 0, 0, 0, 
60, 4, 1, QUAL, 61, 9155.1, 0, 9155.1, 0.002, 0, 28.882, 0, 3.4, 0, 1, 1, 1, 0.37, 1, 0.86, 1, 0.87, 380, 85.383, 21.3458, 56.499, 21.3458, 37000, 9155, 5.2, 15.2, 1.911, 2.115, 0, 1.333, 1.333, 
60, 5, 1, QUAL, 61, 9211.6, 21.3, 9233, 0.002, 1E-05, 28.992, 0, 3.4, 1, 3.4, 3.4, 3.4, 0.8, 0.56, 0.96, 1, 0.62, 380, 80.629, 20.1572, 51.634, 20.1572, 37000, 9232, 4.9, 20.7, 2.111, 0.782, 0.476, 0.782, 1.259, 
60, 6, 1, QUAL, 62, 9263.2, 41.5, 9304.7, 0.002, 1E-05, 27.815, 0, 3.4, 1, 3.4, 3.4, 3.4, 0.8, 0.01, 1, 1, 0.62, 380, 1.503, 0.3757, -26.315, 0.3757, 37000, 9304, 0.8, 24.5, 1.869, 0, 0.023, 0, 0.023, 
60, 7, 1, QUAL, 62, 9236.9, 41.9, 9278.8, 0.002, 1E-05, 28.275, 0, 3.4, 1, 3.4, 3.4, 3.4, 0.8, 0.22, 0.99, 1, 0.62, 380, 33.213, 8.3033, 4.936, 8.3033, 37000, 9278, 4.6, 26.7, 2.054, 1.391, 0.518, 0, 0.518, 
60, 8, 1, QUAL, 62, 9241.9, 50.2, 9292, 0.002, 1E-05, 27.777, 0, 3.4, 1, 3.4, 3.4, 3.4, 0.8, 0.02, 1, 1, 0.62, 380, 3.011, 0.7529, -24.768, 0.7528, 37000, 9292, 2.4, 25.1, 1.807, 1.391, 0.047, 0, 0.047, 
60, 9, 1, QUAL, 62, 9217.1, 50.9, 9268, 0.002, 1E-05, 27.736, 0, 3.4, 1, 3.4, 3.4, 3.4, 0.8, 0.03, 0.98, 1, 0.62, 380, 4.973, 1.2432, -22.765, 1.2432, 37000, 9268, 1.7, 21.5, 1.977, 1.391, 0.078, 0, 0.078, 
60, 10, 1, QUAL, 62, 9194.3, 52.2, 9246.5, 0.002, 1E-05, 29.708, 52.17805, 3.4, 1, 3.4, 3.4, 3.4, 0.8, 1, 0.84, 1, 0.62, 380, 125.91, 31.4774, 96.199, -20.7006, 37000, 9246, 3.9, 14, 2.098, 1.391, 1.966, 0, 1.966, 
60, 11, 1, QUAL, 62, 9290.5, 31.5, 9322, 0.002, 1E-05, 29.872, 31.4774, 3.4, 1, 3.4, 3.4, 3.4, 0.8, 1, 0.78, 1, 0.62, 380, 116.826, 29.2065, 86.951, -2.2709, 37000, 9322, 10, 11.3, 0.973, 2.369, 0, 0, 1.824, 
60, 12, 1, QUAL, 62, 9377.5, 29.2, 9406.7, 0.002, 1E-05, 28.132, 29.20647, 3.4, 1, 0, 0, 0, 0, 1, 0.64, 1, 1, 380, 0, 0, -28.135, -29.2065, 37000, 9406, 6, 4.9, 0.682, 2.959, 0, 0, 0, 
60, 1, 1, QUAL, 62, 9349.3, 0, 9349.3, 0.002, 0, 28.048, 0, 3.4, 0, 0, 0, 0, 0, 1, 0.61, 1, 1, 380, 0, 0, -28.05, 0, 37000, 9349, 8.3, 3.5, 1.077, 3.506, 0, 0, 0, 
60, 2, 1, QUAL, 62, 9321.3, 0, 9321.3, 0.002, 0, 27.964, 0, 3.4, 0, 0, 0, 0, 0, 1, 0.69, 1, 1, 380, 0, 0, -27.966, 0, 37000, 9321, 13.3, 7.4, 1.409, 3.506, 0, 0, 0, 
60, 3, 1, QUAL, 62, 9293.3, 0, 9293.3, 0.002, 0, 27.88, 0, 3.4, 0, 0, 0, 0, 0, 1, 0.79, 1, 1, 380, 0, 0, -27.882, 0, 37000, 9293, 9.3, 11.7, 1.71, 3.506, 0, 0, 0, 
60, 4, 1, QUAL, 62, 9265.4, 0, 9265.4, 0.002, 0, 29.243, 0, 3.4, 0, 1, 1, 1, 0.37, 1, 0.86, 1, 0.87, 380, 85.383, 21.3458, 56.138, 21.3458, 37000, 9265, 5.2, 15.2, 1.922, 3.506, 0, 1.333, 1.333, 
60, 5, 1, QUAL, 62, 9321.6, 21.3, 9342.9, 0.002, 1E-05, 29.35, 0, 3.4, 1, 3.4, 3.4, 3.4, 0.8, 0.56, 0.96, 1, 0.62, 380, 80.606, 20.1514, 51.253, 20.1514, 37000, 9342, 4.9, 20.7, 2.125, 2.173, 0, 1.258, 1.258, 
60, 6, 1, QUAL, 63, 9372.8, 41.5, 9414.3, 0.003, 1E-05, 28.145, 0, 3.4, 1, 3.4, 3.4, 3.4, 0.8, 0.01, 1, 1, 0.62, 380, 1.502, 0.3756, -26.645, 0.3756, 37000, 9414, 0.8, 24.5, 2.321, 0.915, 0, 0.023, 0.023, 
60, 7, 1, QUAL, 63, 9346.2, 41.9, 9388.1, 0.003, 1E-05, 28.614, 0, 3.4, 1, 3.4, 3.4, 3.4, 0.8, 0.22, 0.99, 1, 0.62, 380, 33.203, 8.3008, 4.587, 8.3008, 37000, 9388, 4.6, 26.7, 2.514, 0, 0.518, 0, 0.518, 
60, 8, 1, QUAL, 63, 9350.8, 50.2, 9401, 0.003, 1E-05, 28.105, 0, 3.4, 1, 3.4, 3.4, 3.4, 0.8, 0.02, 1, 1, 0.62, 380, 3.004, 0.7509, -25.103, 0.7509, 37000, 9400, 2.4, 25.1, 2.205, 0, 0.047, 0, 0.047, 
60, 9, 1, QUAL, 63, 9325.7, 50.9, 9376.6, 0.003, 1E-05, 28.063, 0, 3.4, 1, 3.4, 3.4, 3.4, 0.8, 0.03, 0.98, 1, 0.62, 380, 4.964, 1.241, -23.101, 1.241, 37000, 9376, 1.7, 21.5, 2.349, 0, 0.077, 0, 0.077, 
60, 10, 1, QUAL, 63, 9302.6, 52.2, 9354.7, 0.003, 1E-05, 30.076, 52.16542, 3.4, 1, 3.4, 3.4, 3.4, 0.8, 1, 0.84, 1, 0.62, 380, 125.874, 31.4684, 95.795, -20.697, 37000, 9354, 3.9, 14, 2.463, 0, 1.965, 0, 1.965, 
60, 11, 1, QUAL, 63, 9398.4, 31.5, 9429.8, 0.003, 1E-05, 30.236, 31.46843, 3.4, 1, 3.4, 3.4, 3.4, 0.8, 1, 0.78, 1, 0.62, 380, 116.792, 29.198, 86.554, -2.2704, 37000, 9429, 10, 11.3, 1.22, 0.977, 0, 0, 1.823, 
60, 12, 1, QUAL, 63, 9484.9, 29.2, 9514.1, 0.003, 1E-05, 28.455, 29.19802, 3.5, 1, 0, 0, 0, 0, 1, 0.64, 1, 1, 380, 0, 0, -28.457, -29.198, 37000, 9514, 6, 4.9, 0.693, 1.567, 0, 0, 0, 
60, 1, 1, QUAL, 63, 9456.5, 0, 9456.5, 0.003, 0, 28.369, 0, 3.4, 0, 0, 0, 0, 0, 1, 0.61, 1, 1, 380, 0, 0, -28.372, 0, 37000, 9456, 8.3, 3.5, 1.093, 2.114, 0, 0, 0, 
60, 2, 1, QUAL, 63, 9428.1, 0, 9428.1, 0.003, 0, 28.284, 0, 3.4, 0, 0, 0, 0, 0, 1, 0.69, 1, 1, 380, 0, 0, -28.287, 0, 37000, 9428, 13.3, 7.4, 1.426, 2.114, 0, 0, 0, 
60, 3, 1, QUAL, 63, 9399.8, 0, 9399.8, 0.003, 0, 28.199, 0, 3.4, 0, 0, 0, 0, 0, 1, 0.79, 1, 1, 380, 0, 0, -28.202, 0, 37000, 9399, 9.3, 11.7, 1.729, 2.114, 0, 0, 0, 
60, 4, 1, QUAL, 63, 9371.6, 0, 9371.6, 0.003, 0, 29.591, 0, 3.4, 0, 1, 1, 1, 0.37, 1, 0.86, 1, 0.87, 380, 85.383, 21.3457, 55.79, 21.3457, 37000, 9371, 5.2, 15.2, 1.945, 2.114, 0, 1.333, 1.333, 
60, 5, 1, QUAL, 63, 9427.4, 21.3, 9448.7, 0.003, 1E-05, 29.695, 0, 3.4, 1, 3.4, 3.4, 3.4, 0.8, 0.56, 0.96, 1, 0.62, 380, 80.582, 20.1456, 50.885, 20.1456, 37000, 9448, 4.9, 20.7, 2.158, 0.781, 0.477, 0.781, 1.258, 
60, 6, 1, QUAL, 64, 9478.3, 41.5, 9519.8, 0.003, 1E-05, 28.462, 0, 3.5, 1, 3.5, 3.5, 3.5, 0.8, 0.01, 1, 1, 0.62, 380, 1.502, 0.3754, -26.962, 0.3754, 37000, 9519, 0.8, 24.5, 1.909, 0, 0.023, 0, 0.023, 
60, 7, 1, QUAL, 64, 9451.3, 41.9, 9493.2, 0.003, 1E-05, 28.941, 0, 3.4, 1, 3.4, 3.4, 3.4, 0.8, 0.22, 0.99, 1, 0.62, 380, 33.194, 8.2985, 4.25, 8.2984, 37000, 9493, 4.6, 26.7, 2.091, 0, 0.518, 0, 0.518, 
60, 8, 1, QUAL, 64, 9455.6, 50.2, 9505.7, 0.003, 1E-05, 28.42, 0, 3.4, 1, 3.4, 3.4, 3.4, 0.8, 0.02, 1, 1, 0.62, 380, 2.998, 0.7495, -25.424, 0.7495, 37000, 9505, 2.4, 25.1, 1.847, 0, 0.047, 0, 0.047, 
60, 9, 1, QUAL, 64, 9430.1, 50.9, 9481.1, 0.003, 1E-05, 28.378, 0, 3.4, 1, 3.4, 3.4, 3.4, 0.8, 0.03, 0.98, 1, 0.62, 380, 4.958, 1.2394, -23.423, 1.2394, 37000, 9481, 1.7, 21.5, 2.012, 0, 0.077, 0, 0.077, 
60, 10, 1, QUAL, 64, 9406.7, 52.2, 9458.9, 0.003, 1E-05, 30.431, 52.15413, 3.4, 1, 3.4, 3.4, 3.4, 0.8, 1, 0.84, 1, 0.62, 380, 125.838, 31.4596, 95.405, -20.6945, 37000, 9458, 3.9, 14, 2.133, 0, 1.964, 0, 1.964, 
60, 11, 1, QUAL, 64, 9502.1, 31.5, 9533.6, 0.003, 1E-05, 30.587, 31.45962, 3.5, 1, 3.5, 3.5, 3.5, 0.8, 1, 0.78, 1, 0.62, 380, 116.759, 29.1897, 86.17, -2.2699, 37000, 9533, 10, 11.3, 1.02, 0.977, 0, 0, 1.823, 
60, 12, 1, QUAL, 64, 9588.3, 29.2, 9617.5, 0.003, 1E-05, 28.765, 29.18973, 3.5, 1, 0, 0, 0, 0, 1, 0.64, 1, 1, 380, 0, 0, -28.768, -29.1897, 37000, 9617, 6, 4.9, 0.701, 1.567, 0, 0, 0, 
60, 1, 1, QUAL, 64, 9559.5, 0, 9559.5, 0.003, 0, 28.679, 0, 3.5, 0, 0, 0, 0, 0, 1, 0.61, 1, 1, 380, 0, 0, -28.681, 0, 37000, 9559, 8.3, 3.5, 1.103, 2.113, 0, 0, 0, 
60, 2, 1, QUAL, 64, 9530.8, 0, 9530.8, 0.003, 0, 28.593, 0, 3.5, 0, 0, 0, 0, 0, 1, 0.69, 1, 1, 380, 0, 0, -28.595, 0, 37000, 9530, 13.3, 7.4, 1.438, 2.113, 0, 0, 0, 
60, 3, 1, QUAL, 64, 9502.3, 0, 9502.3, 0.003, 0, 28.507, 0, 3.5, 0, 0, 0, 0, 0, 1, 0.79, 1, 1, 380, 0, 0, -28.509, 0, 37000, 9502, 9.3, 11.7, 1.741, 2.113, 0, 0, 0, 
60, 4, 1, QUAL, 64, 9473.7, 0, 9473.7, 0.003, 0, 29.926, 0, 3.5, 0, 1, 1, 1, 0.37, 1, 0.86, 1, 0.87, 380, 85.383, 21.3457, 55.455, 21.3457, 37000, 9473, 5.2, 15.2, 1.959, 2.113, 0, 1.333, 1.333, 
60, 5, 1, QUAL, 64, 9529.2, 21.3, 9550.5, 0.003, 1E-05, 30.027, 0, 3.5, 1, 3.5, 3.5, 3.5, 0.8, 0.56, 0.96, 1, 0.62, 380, 80.56, 20.14, 50.53, 20.14, 37000, 9550, 4.9, 20.7, 2.176, 0.781, 0.477, 0.781, 1.258, 
60, 6, 1, QUAL, 65, 9579.7, 41.5, 9621.2, 0.003, 1E-05, 28.766, 0, 3.5, 1, 3.5, 3.5, 3.5, 0.8, 0.01, 1, 1, 0.62, 380, 1.501, 0.3753, -27.268, 0.3753, 37000, 9621, 0.8, 24.5, 1.925, 0, 0.023, 0, 0.023, 
60, 7, 1, QUAL, 65, 9552.5, 41.9, 9594.3, 0.003, 1E-05, 29.255, 0, 3.5, 1, 3.5, 3.5, 3.5, 0.8, 0.22, 0.99, 1, 0.62, 380, 33.184, 8.2961, 3.926, 8.2961, 37000, 9594, 4.6, 26.7, 2.106, 2.133, 0.518, 0, 0.518, 
60, 8, 1, QUAL, 65, 9556.4, 50.2, 9606.5, 0.003, 1E-05, 28.723, 0, 3.5, 1, 3.5, 3.5, 3.5, 0.8, 0.02, 1, 1, 0.62, 380, 2.994, 0.7486, -25.732, 0.7485, 37000, 9606, 2.4, 25.1, 1.862, 2.133, 0.047, 0, 0.047, 
