,MapCode,SpeciesName,CohortAge,CohortBiomass
14880,1606,PRSE2,40,119
9524,1607,CAGL8,50,295
6970,1607,PIVI2,40,285
13746,1608,LITU,40,115
15334,1608,QUAL,30,362
12774,1609,LITU,100,485
7932,1610,ACRU,30,124
4139,1610,PITA,120,1187
1955,1611,PITA,20,216
862,1612,PITA,20,320
15166,1612,QUAL,20,93
12490,1613,LITU,130,1731
16628,1613,QUMO4,10,38
10029,1614,LIST,140,826
12507,1614,LITU,30,97
4148,1615,PITA,10,478
17137,1615,QUVE,20,83
7557,1616,PIVI2,40,916
14938,1616,QUAL,30,161
7941,1617,ACRU,40,283
7032,1617,PIVI2,40,237
6799,1618,PIVI2,30,260
14959,1619,QUAL,20,344
16933,1619,QURU,70,908
13401,1620,LITU,40,167
14220,1621,LITU,50,231
16686,1621,QUMO4,50,1183
8561,1622,ACRU,30,176
11791,1622,LIST,20,350
16048,1623,QUFA,30,168
17046,1623,QUST,30,172
13979,1624,LITU,150,888
466,1624,PIST,30,68
12883,1625,LITU,50,564
7491,1625,PIVI2,20,95
8448,1626,ACRU,40,325
7333,1626,PIVI2,50,488
8203,1627,ACRU,60,978
269,1627,PIEC,70,1729
8331,1628,ACRU,70,1260
7255,1628,PIVI2,20,170
13784,1629,LITU,50,299
16210,1629,QUFA,110,1066
9865,1630,FRPE,20,60
4176,1630,PITA,30,273
14642,1631,OXAR,20,66
16551,1631,QUMO4,50,730
6894,1632,PIVI2,50,630
8704,1633,ACRU,20,20
11691,1633,LIST,30,74
13428,1634,LITU,40,149
7630,1634,PIVI2,30,36
7511,1635,PIVI2,40,772
10722,1636,LIST,10,10
9349,1637,ACRU,20,51
3094,1637,PITA,40,817
4189,1638,PITA,20,144
17130,1638,QUVE,20,79
8833,1639,ACRU,30,720
4191,1639,PITA,20,144
15808,1639,QUAL,30,481
7733,1640,PIVI2,30,168
16647,1640,QUMO4,40,670
7280,1641,PIVI2,30,196
8721,1642,ACRU,10,15
9318,1643,ACRU,10,20
13078,1643,LITU,30,127
15863,1644,QUCO2,50,1254
16736,1644,QUMO4,50,1781
15396,1645,QUAL,40,425
16721,1645,QUMO4,160,1152
15016,1646,QUAL,30,124
16974,1646,QUST,30,209
12961,1647,LITU,70,667
14539,1647,OXAR,30,97
16772,1647,QUMO4,60,817
9747,1648,FRAM2,20,93
17236,1648,ULAL,10,21
931,1649,PITA,10,33
932,1650,PITA,20,191
4943,1650,PITA,30,204
4214,1651,PITA,10,59
8253,1652,ACRU,30,82
3851,1652,PITA,20,201
937,1653,PITA,50,845
15980,1653,QUCO2,40,379
939,1654,PITA,10,48
8622,1655,ACRU,40,97
4220,1655,PITA,60,949
10761,1656,LIST,40,224
3129,1656,PITA,30,151
4223,1656,PITA,40,372
3132,1657,PITA,10,261
13834,1658,LITU,30,162
4227,1659,PITA,20,114
948,1659,PITA,30,259
8306,1660,ACRU,50,419
4229,1660,PITA,20,126
951,1661,PITA,20,345
8999,1662,ACRU,40,249
13721,1662,LITU,50,203
14657,1662,OXAR,30,179
8433,1663,ACRU,20,363
9599,1663,CATO6,40,495
255,1663,PIEC,30,148
12877,1664,LITU,150,1301
15835,1664,QUCO2,50,370
16892,1664,QURU,140,1287
12760,1665,LITU,30,145
525,1665,PIST,30,34
16723,1665,QUMO4,30,206
12589,1666,LITU,30,66
8146,1667,ACRU,20,124
9759,1667,FRAM2,10,12
10905,1667,LIST,10,47
12766,1668,LITU,10,14
968,1668,PITA,30,329
969,1668,PITA,40,285
104,1669,PIEC,40,818
7172,1669,PIVI2,30,153
15978,1669,QUCO2,20,86
10031,1670,LIST,30,48
974,1670,PITA,20,122
976,1671,PITA,120,838
17057,1671,QUST,30,232
8054,1672,ACRU,10,30
12815,1672,LITU,10,11
5352,1672,PITA,10,7
981,1673,PITA,20,88
7588,1674,PIVI2,20,338
14847,1674,PRSE2,20,73
7220,1675,PIVI2,20,40
8546,1676,ACRU,10,30
10803,1676,LIST,20,372
12785,1677,LITU,150,1364
7025,1677,PIVI2,50,82
9927,1678,JUNI,20,215
12701,1678,LITU,10,28
12581,1679,LITU,40,288
7694,1679,PIVI2,40,249
16724,1679,QUMO4,30,181
11906,1680,LIST,30,74
14129,1680,LITU,70,589
13400,1680,LITU,150,2445
997,1681,PITA,20,224
17172,1681,ULAL,30,86
999,1682,PITA,40,283
14934,1682,PRSE2,20,17
15849,1682,QUCO2,40,274
14016,1683,LITU,10,28
1002,1683,PITA,20,122
1003,1683,PITA,30,178
9737,1684,FRAM2,10,16
4285,1684,PITA,20,92
8567,1685,ACRU,30,143
3194,1685,PITA,40,474
1009,1686,PITA,20,508
1010,1686,PITA,30,293
12810,1687,LITU,30,592
1011,1687,PITA,30,404
16561,1687,QUMO4,30,457
1014,1688,PITA,20,239
8941,1689,ACRU,30,200
4295,1689,PITA,10,108
11563,1690,LIST,20,34
10471,1690,LIST,30,175
13909,1690,LITU,40,142
1020,1691,PITA,50,489
2115,1691,PITA,80,822
17086,1691,QUST,30,351
3210,1692,PITA,120,1115
16034,1692,QUFA,30,50
10235,1693,LIST,40,117
3941,1693,PITA,40,422
1026,1693,PITA,50,337
1027,1693,PITA,60,835
13799,1694,LITU,50,147
4309,1694,PITA,20,59
12187,1695,LIST,40,133
4311,1695,PITA,90,1337
1033,1696,PITA,10,20
9889,1697,FRPE,50,584
10730,1697,LIST,50,354
8802,1698,ACRU,10,20
3223,1698,PITA,10,129
11584,1699,LIST,10,16
13201,1699,LITU,20,89
3227,1700,PITA,20,137
6914,1700,PIVI2,20,142
8357,1701,ACRU,60,1019
524,1701,PIST,40,607
5054,1702,PITA,120,2458
15764,1702,QUAL,30,181
7573,1703,PIVI2,40,295
15723,1703,QUAL,40,140
9329,1704,ACRU,10,20
9020,1704,ACRU,20,20
393,1704,PIEC,40,179
9220,1705,ACRU,20,199
13578,1705,LITU,20,53
9104,1706,ACRU,20,37
4333,1706,PITA,20,135
7455,1706,PIVI2,20,67
15610,1707,QUAL,110,1668
16849,1707,QURU,40,847
17114,1707,QUVE,30,122
1059,1708,PITA,30,254
4340,1708,PITA,40,386
5800,1709,PITA,10,125
6166,1709,PITA,20,44
14279,1710,LITU,30,132
12739,1710,LITU,40,83
4343,1710,PITA,40,435
8748,1711,ACRU,40,163
15418,1711,QUAL,30,188
7816,1712,ACRU,10,20
14383,1712,LITU,30,64
12191,1713,LIST,20,24
2164,1713,PITA,20,240
6174,1713,PITA,30,164
14090,1714,LITU,90,572
5083,1714,PITA,70,790
14297,1715,LITU,40,345
5450,1715,PITA,30,226
3263,1715,PITA,60,850
12998,1716,LITU,30,89
13604,1716,LITU,50,373
7319,1716,PIVI2,50,780
14457,1717,NYSY,10,95
478,1717,PIST,50,892
15965,1717,QUCO2,30,374
15883,1717,QUCO2,40,550
8117,1718,ACRU,50,555
7528,1718,PIVI2,40,265
4367,1719,PITA,20,37
8407,1720,ACRU,40,379
10907,1720,LIST,10,78
6070,1720,PITA,30,482
9613,1721,CATO6,50,467
12446,1721,LITU,40,149
44,1721,PIEC,40,327
10912,1722,LIST,20,143
1094,1722,PITA,20,486
4375,1722,PITA,30,190
7703,1723,PIVI2,40,73
16938,1723,QURU,30,181
9028,1724,ACRU,50,173
14115,1724,LITU,10,18
14154,1724,LITU,50,243
4382,1725,PITA,10,29
12321,1726,LIST,20,111
16426,1726,QUPH,30,366
9925,1727,JUNI,60,257
11493,1727,LIST,30,219
584,1728,PITA,20,132
16154,1728,QUFA,10,45
7857,1729,ACRU,20,30
14290,1729,LITU,110,1829
14649,1729,OXAR,30,113
14088,1730,LITU,60,608
15306,1730,QUAL,60,1799
13364,1731,LITU,50,664
591,1731,PITA,50,526
14887,1732,PRSE2,20,21
594,1733,PITA,20,52
16109,1733,QUFA,40,259
12634,1734,LITU,20,108
596,1734,PITA,10,70
8160,1735,ACRU,20,88
70,1735,PIEC,40,333
15068,1735,QUAL,20,33
9533,1736,CAGL8,30,65
15005,1736,QUAL,50,924
8037,1737,ACRU,10,15
603,1737,PITA,20,340
605,1738,PITA,20,144
9016,1739,ACRU,40,264
11518,1739,LIST,40,815
8653,1740,ACRU,30,151
16509,1740,QUMO4,50,647
9901,1741,JUNI,70,526
10426,1741,LIST,140,957
11773,1742,LIST,30,58
612,1742,PITA,60,1173
15211,1742,QUAL,30,156
475,1743,PIST,20,31
7680,1743,PIVI2,30,470
617,1744,PITA,30,273
14200,1745,LITU,50,1020
618,1745,PITA,20,185
619,1745,PITA,40,633
10138,1746,LIST,10,34
16163,1746,QUFA,30,129
12578,1747,LITU,150,2575
14838,1747,PRSE2,60,840
12742,1748,LITU,50,318
14970,1748,QUAL,60,796
12538,1749,LITU,50,267
16478,1749,QUMO4,40,515
8350,1750,ACRU,30,112
13764,1750,LITU,30,129
13158,1751,LITU,10,29
13399,1752,LITU,60,599
15882,1752,QUCO2,50,270
12834,1753,LITU,10,23
635,1754,PITA,10,12
636,1754,PITA,20,47
7241,1754,PIVI2,20,103
13651,1755,LITU,30,87
7364,1755,PIVI2,20,106
10457,1756,LIST,10,31
640,1756,PITA,10,152
15646,1756,QUAL,20,78
8810,1757,ACRU,30,128
11433,1757,LIST,40,535
15441,1757,QUAL,30,438
8568,1758,ACRU,10,20
14966,1758,QUAL,30,349
8575,1759,ACRU,20,119
6929,1759,PIVI2,20,103
8088,1760,ACRU,20,88
14549,1760,OXAR,20,175
6724,1760,PIVI2,30,196
12812,1761,LITU,10,28
653,1761,PITA,10,140
6810,1762,PIVI2,20,42
656,1763,PITA,60,162
17312,1763,ULAM,30,69
12941,1764,LITU,40,326
16115,1764,QUFA,20,89
7976,1765,ACRU,30,151
14961,1765,QUAL,50,632
9154,1766,ACRU,10,44
6747,1766,PIVI2,30,224
6778,1767,PIVI2,30,168
7147,1767,PIVI2,40,329
15583,1767,QUAL,30,439
9749,1768,FRAM2,10,8
7150,1769,PIVI2,30,168
16803,1769,QUMO4,30,254
9744,1770,FRAM2,10,8
13318,1771,LITU,150,2178
672,1772,PITA,20,144
673,1772,PITA,30,273
7398,1772,PIVI2,30,168
8796,1773,ACRU,10,27
7399,1773,PIVI2,30,116
15266,1773,QUAL,30,544
14874,1774,PRSE2,20,497
16543,1774,QUMO4,50,1581
16911,1774,QURU,30,140
14563,1775,OXAR,20,207
15153,1775,QUAL,20,512
683,1776,PITA,10,13
684,1776,PITA,20,144
16752,1776,QUMO4,30,296
8124,1777,ACRU,20,44
686,1777,PITA,20,98
687,1777,PITA,30,158
8003,1778,ACRU,30,121
371,1778,PIEC,20,42
7417,1778,PIVI2,40,154
8008,1779,ACRU,30,274
7014,1779,PIVI2,40,233
9926,1780,JUNI,10,15
12978,1781,LITU,30,99
695,1781,PITA,20,201
696,1781,PITA,30,357
9972,1782,LIST,140,4665
7784,1783,ACRU,30,339
7766,1783,ACRU,40,167
16550,1783,QUMO4,40,558
702,1784,PITA,20,52
15172,1784,QUAL,10,45
15173,1784,QUAL,30,212
9931,1785,JUNI,100,976
13106,1785,LITU,160,1522
17292,1786,ULAM,10,10
708,1787,PITA,20,144
14683,1787,PLOC,50,445
11253,1788,LIST,40,202
710,1788,PITA,30,849
10484,1789,LIST,70,656
13848,1789,LITU,40,286
17241,1789,ULAL,30,149
13730,1790,LITU,30,75
8397,1791,ACRU,30,151
16562,1791,QUMO4,50,1168
13241,1792,LITU,150,2141
9909,1793,JUNI,10,15
12675,1794,LITU,120,920
13857,1794,LITU,150,1481
7996,1795,ACRU,50,369
7613,1795,PIVI2,60,364
12680,1796,LITU,30,133
8283,1797,ACRU,20,88
8078,1797,ACRU,30,56
12639,1797,LITU,20,194
10666,1798,LIST,10,47
14663,1798,PLOC,40,352
7841,1799,ACRU,40,158
6885,1799,PIVI2,70,576
732,1800,PITA,20,208
7749,1800,PIVI2,20,129
7460,1800,PIVI2,30,197
9556,1801,CAGL8,50,567
16631,1801,QUMO4,60,2419
13262,1802,LITU,10,28
15329,1802,QUAL,20,65
9030,1803,ACRU,40,354
14918,1803,PRSE2,20,31
15578,1803,QUAL,30,370
742,1804,PITA,60,1059
743,1804,PITA,80,1555
9858,1805,FRPE,50,1177
10924,1805,LIST,20,111
746,1806,PITA,30,533
15296,1806,QUAL,30,117
17111,1806,QUVE,30,276
12666,1807,LITU,10,11
10443,1808,LIST,60,927
14632,1809,OXAR,10,11
751,1809,PITA,50,746
15014,1809,QUAL,30,518
12113,1810,LIST,30,149
16001,1810,QUFA,20,79
8437,1811,ACRU,10,15
17305,1812,ULAM,10,10
13527,1813,LITU,80,948
528,1813,PIST,40,251
12717,1814,LITU,10,11
761,1815,PITA,30,273
8152,1816,ACRU,30,84
12488,1816,LITU,60,966
9429,1817,BENI,30,509
764,1817,PITA,20,257
8122,1818,ACRU,20,44
17230,1818,ULAL,10,24
16517,1819,QUMO4,40,188
9732,1820,FRAM2,30,346
9933,1820,JUNI,30,196
17257,1820,ULAL,20,111
9477,1821,CAGL8,20,38
13296,1821,LITU,30,139
8330,1822,ACRU,30,151
192,1822,PIEC,50,398
16982,1822,QUST,30,209
11324,1823,LIST,40,123
482,1823,PIST,40,51
7505,1823,PIVI2,40,218
6814,1824,PIVI2,20,53
13429,1825,LITU,50,273
13187,1825,LITU,90,347
15618,1826,QUAL,50,1134
16787,1826,QUMO4,70,1669
14625,1827,OXAR,30,231
549,1827,PIST,20,31
521,1827,PIST,30,44
15763,1827,QUAL,60,670
9638,1828,CATO6,30,625
9639,1828,CATO6,60,273
7597,1828,PIVI2,50,481
14168,1829,LITU,40,180
16690,1829,QUMO4,30,215
9244,1830,ACRU,20,111
530,1830,PIST,80,588
15632,1830,QUAL,40,162
15513,1831,QUAL,50,491
16786,1831,QUMO4,20,167
9367,1832,ACRU,50,407
16754,1832,QUMO4,30,579
17324,1833,ULAM,20,89
10620,1834,LIST,40,137
16697,1834,QUMO4,30,247
804,1835,PITA,10,13
16727,1836,QUMO4,40,1603
16698,1836,QUMO4,50,928
807,1837,PITA,40,450
808,1837,PITA,50,597
9141,1838,ACRU,20,88
7648,1838,PIVI2,90,1027
9061,1839,ACRU,30,67
14588,1839,OXAR,10,22
13338,1840,LITU,40,198
15532,1840,QUAL,30,102
14547,1841,OXAR,30,144
7664,1841,PIVI2,50,406
14799,1841,PRSE2,20,65
6744,1842,PIVI2,20,103
9495,1843,CAGL8,30,47
12979,1843,LITU,50,405
15825,1843,QUAL,10,71
15767,1844,QUAL,30,110
15623,1844,QUAL,40,419
8423,1845,ACRU,10,37
17294,1845,ULAM,30,12
15950,1846,QUCO2,10,25
7637,1847,PIVI2,20,58
828,1848,PITA,10,16
170,1849,PIEC,30,122
830,1849,PITA,20,78
12867,1850,LITU,30,77
14601,1851,OXAR,20,80
15961,1851,QUCO2,20,458
16225,1851,QUFA,40,578
15184,1852,QUAL,30,210
16185,1852,QUFA,30,193
837,1853,PITA,20,76
7634,1853,PIVI2,30,134
839,1854,PITA,70,866
16612,1854,QUMO4,40,640
8767,1855,ACRU,20,88
7446,1855,PIVI2,30,80
6728,1855,PIVI2,40,224
13370,1856,LITU,50,405
15315,1856,QUAL,70,1369
15320,1857,QUAL,20,210
16870,1857,QURU,40,296
848,1858,PITA,20,49
849,1858,PITA,30,241
7688,1858,PIVI2,30,221
8896,1859,ACRU,30,82
13013,1859,LITU,40,171
14843,1859,PRSE2,30,114
12451,1860,LITU,150,1350
16743,1860,QUMO4,40,738
7339,1861,PIVI2,40,359
10309,1862,LIST,30,75
15207,1862,QUAL,10,15
7933,1863,ACRU,60,519
13387,1863,LITU,50,404
7762,1864,ACRU,30,100
12469,1864,LITU,10,18
15088,1865,QUAL,40,694
16091,1865,QUFA,40,525
12783,1866,LITU,120,1272
6982,1866,PIVI2,30,168
7554,1867,PIVI2,10,21
17268,1867,ULAL,10,24
14682,1868,PLOC,150,2663
8186,1869,ACRU,30,193
10524,1869,LIST,20,94
6907,1870,PIVI2,40,128
14807,1870,PRSE2,30,55
12791,1871,LITU,40,343
14922,1871,PRSE2,20,17
12460,1872,LITU,30,228
876,1872,PITA,20,439
16568,1872,QUMO4,20,574
15473,1873,QUAL,50,891
16572,1873,QUMO4,40,860
13531,1874,LITU,20,108
15234,1874,QUAL,50,975
16463,1874,QUMO4,20,218
7912,1875,ACRU,50,428
10124,1875,LIST,50,352
12925,1876,LITU,30,535
12679,1877,LITU,20,135
887,1877,PITA,30,104
10094,1878,LIST,40,435
13168,1878,LITU,40,379
8326,1879,ACRU,20,99
6805,1879,PIVI2,30,543
11073,1880,LIST,40,247
15243,1880,QUAL,30,210
8334,1881,ACRU,50,619
480,1881,PIST,30,100
6932,1881,PIVI2,50,452
7624,1882,PIVI2,30,168
17295,1883,ULAM,10,13
9992,1884,LIST,30,249
13179,1884,LITU,30,132
16262,1885,QUFA,40,539
17065,1885,QUST,30,132
905,1886,PITA,50,731
15702,1886,QUAL,40,319
13795,1887,LITU,30,69
9118,1888,ACRU,20,51
908,1888,PITA,30,273
13677,1889,LITU,10,27
13922,1890,LITU,20,108
13435,1891,LITU,30,341
9160,1892,ACRU,20,152
7519,1892,PIVI2,30,390
915,1893,PITA,10,172
261,1894,PIEC,30,203
16611,1894,QUMO4,30,101
11462,1895,LIST,40,370
15391,1895,QUAL,20,423
8598,1896,ACRU,40,252
14448,1896,NYSY,10,14
14446,1897,NYSY,10,22
922,1897,PITA,20,119
15953,1897,QUCO2,40,534
8972,1898,ACRU,10,44
7040,1898,PIVI2,10,44
7285,1898,PIVI2,30,30
9094,1899,ACRU,50,431
12846,1899,LITU,50,611
16162,1900,QUFA,60,1590
17151,1900,QUVE,30,333
17235,1901,ULAL,20,100
13825,1902,LITU,40,83
15493,1903,QUAL,60,971
15852,1903,QUCO2,50,910
14071,1904,LITU,30,121
15126,1904,QUAL,20,88
12733,1905,LITU,10,11
14577,1906,OXAR,10,11
14989,1906,QUAL,40,384
16746,1906,QUMO4,30,238
13468,1907,LITU,20,450
7061,1907,PIVI2,70,589
10762,1908,LIST,20,108
65,1908,PIEC,30,188
14852,1908,PRSE2,40,142
423,1909,PIEC,30,65
15502,1909,QUAL,20,72
16269,1909,QUFA,20,106
9201,1910,ACRU,30,136
10769,1910,LIST,10,10
416,1910,PIEC,40,381
953,1911,PITA,20,178
14932,1911,PRSE2,20,50
10770,1912,LIST,30,70
15902,1912,QUCO2,50,444
14925,1913,PRSE2,20,38
17083,1913,QUST,20,80
14605,1914,OXAR,20,48
15102,1914,QUAL,40,457
17029,1914,QUST,30,474
9907,1915,JUNI,20,79
7891,1916,ACRU,30,142
12497,1916,LITU,30,628
16351,1917,QUPH,100,2367
14981,1918,QUAL,30,113
15443,1918,QUAL,50,780
8650,1919,ACRU,40,271
13130,1919,LITU,150,1487
6761,1920,PIVI2,20,129
10189,1921,LIST,10,13
7089,1922,PIVI2,10,51
10790,1923,LIST,20,108
16661,1923,QUMO4,140,2401
317,1924,PIEC,70,2022
7540,1924,PIVI2,90,952
12459,1925,LITU,40,131
8659,1926,ACRU,20,199
7727,1926,PIVI2,40,110
323,1927,PIEC,40,566
15451,1927,QUAL,30,220
15533,1927,QUAL,50,900
13138,1928,LITU,60,856
16931,1928,QURU,100,2107
7772,1929,ACRU,50,252
16479,1929,QUMO4,50,298
7801,1930,ACRU,10,25
14612,1930,OXAR,10,39
6859,1930,PIVI2,20,67
12787,1931,LITU,60,626
532,1931,PIST,20,31
6713,1931,PIVI2,30,108
993,1932,PITA,20,185
14389,1933,LITU,10,39
15916,1933,QUCO2,30,223
7589,1934,PIVI2,100,1513
8353,1935,ACRU,40,140
15347,1935,QUAL,40,399
15228,1936,QUAL,30,654
15831,1936,QUCO2,40,658
1001,1937,PITA,30,273
15354,1937,QUAL,20,131
14531,1938,OXAR,20,68
471,1938,PIST,30,49
7244,1938,PIVI2,20,80
305,1939,PIEC,20,47
15684,1939,QUAL,20,97
11189,1940,LIST,40,334
7292,1940,PIVI2,30,55
10123,1941,LIST,30,81
7131,1941,PIVI2,20,111
16827,1941,QURU,10,16
8001,1942,ACRU,30,82
15885,1942,QUCO2,20,87
9418,1943,BENI,70,1084
10345,1943,LIST,20,24
9269,1944,ACRU,10,25
16632,1944,QUMO4,40,361
8699,1945,ACRU,10,44
16958,1945,QURU,60,690
10472,1946,LIST,30,78
1021,1946,PITA,30,594
13301,1947,LITU,10,23
14990,1947,QUAL,40,273
7877,1948,ACRU,30,88
16668,1948,QUMO4,30,133
7975,1949,ACRU,40,168
13310,1949,LITU,60,530
8914,1950,ACRU,20,216
7269,1950,PIVI2,30,91
15846,1950,QUCO2,30,155
9735,1951,FRAM2,60,524
6945,1952,PIVI2,20,80
16435,1953,QUPH,140,1400
11652,1954,LIST,30,52
5477,1954,PITA,20,258
6329,1954,PITA,30,262
364,1955,PIEC,30,157
16553,1955,QUMO4,20,82
4388,1956,PITA,10,16
4389,1957,PITA,120,2138
15098,1957,QUAL,20,131
11298,1958,LIST,40,193
207,1958,PIEC,90,2612
1112,1958,PITA,120,2016
336,1959,PIEC,70,626
15802,1959,QUAL,30,102
14213,1960,LITU,60,1057
4396,1960,PITA,100,1196
15554,1961,QUAL,50,397
16907,1961,QURU,40,194
10283,1962,LIST,20,156
1120,1962,PITA,20,179
6997,1963,PIVI2,40,329
4403,1964,PITA,20,144
10211,1965,LIST,20,67
1124,1965,PITA,20,58
14888,1965,PRSE2,30,71
4407,1966,PITA,20,109
10133,1967,LIST,10,29
1128,1967,PITA,30,248
4410,1967,PITA,40,425
17276,1967,ULAL,10,114
9714,1968,FAGR,10,31
10025,1968,LIST,20,111
1132,1968,PITA,30,273
11683,1969,LIST,20,54
11320,1969,LIST,30,63
12689,1969,LITU,40,173
8212,1970,ACRU,50,1081
13666,1970,LITU,50,711
23,1971,PIEC,20,52
4421,1971,PITA,30,268
9966,1972,LIST,10,54
14323,1972,LITU,20,89
17024,1972,QUST,40,666
5155,1973,PITA,20,279
15800,1973,QUAL,30,511
16265,1973,QUFA,30,61
12424,1974,LIST,20,524
4428,1974,PITA,30,443
4429,1974,PITA,40,604
14439,1975,LITU,20,108
4431,1975,PITA,40,467
6255,1975,PITA,50,597
6257,1976,PITA,20,236
12064,1977,LIST,40,247
418,1977,PIEC,90,1900
3344,1978,PITA,30,273
12153,1979,LIST,10,40
4438,1979,PITA,20,268
4440,1980,PITA,10,7
4441,1981,PITA,20,648
4442,1981,PITA,30,146
13441,1982,LITU,40,239
149,1982,PIEC,50,502
11955,1983,LIST,20,119
14606,1983,OXAR,20,134
1165,1983,PITA,120,1190
11352,1984,LIST,10,24
1168,1984,PITA,20,61
1170,1985,PITA,40,893
12288,1986,LIST,20,111
10990,1986,LIST,40,247
1171,1986,PITA,120,2406
6036,1987,PITA,10,70
4455,1987,PITA,20,117
4456,1988,PITA,20,52
14069,1989,LITU,150,1051
7176,1989,PIVI2,30,197
2,1990,JUVI,10,11
10632,1990,LIST,20,251
16146,1990,QUFA,20,101
16848,1990,QURU,30,144
11730,1991,LIST,10,54
4463,1991,PITA,20,49
5559,1992,PITA,20,38
17228,1992,ULAL,10,10
11734,1993,LIST,20,419
14040,1993,LITU,30,87
325,1993,PIEC,20,54
17190,1993,ULAL,20,151
11616,1994,LIST,30,56
285,1994,PIEC,30,127
17168,1994,ULAL,20,71
3381,1995,PITA,30,180
1195,1995,PITA,40,352
16964,1995,QURU,10,56
4477,1996,PITA,20,73
16214,1996,QUFA,10,38
1199,1997,PITA,60,820
4480,1997,PITA,120,2325
4481,1998,PITA,30,127
6305,1998,PITA,40,130
4483,1999,PITA,20,262
9540,2000,CAGL8,40,96
4484,2000,PITA,120,4626
4486,2001,PITA,20,144
6353,2001,PITA,30,440
293,2002,PIEC,20,32
6475,2002,PITA,20,181
13859,2003,LITU,40,224
4490,2003,PITA,20,86
4492,2004,PITA,40,693
6440,2005,PITA,10,7
14268,2006,LITU,10,18
4495,2006,PITA,20,39
5955,2007,PITA,20,54
5956,2008,PITA,30,273
4498,2009,PITA,10,70
4135,2009,PITA,20,362
6486,2009,PITA,30,90
4501,2010,PITA,10,64
4502,2010,PITA,120,2126
8538,2011,ACRU,20,24
16281,2011,QUPH,20,103
8297,2012,ACRU,30,196
5599,2012,PITA,10,70
4509,2013,PITA,20,170
3415,2013,PITA,30,714
11052,2014,LIST,40,255
6213,2014,PITA,20,191
3417,2014,PITA,30,321
1231,2014,PITA,40,235
11053,2015,LIST,30,115
4513,2015,PITA,30,273
10033,2016,LIST,20,33
4516,2016,PITA,20,74
8144,2017,ACRU,20,124
12111,2017,LIST,20,111
11421,2018,LIST,30,129
5978,2018,PITA,30,269
5615,2019,PITA,10,7
11915,2020,LIST,30,139
3429,2020,PITA,30,458
10151,2021,LIST,30,263
5618,2021,PITA,60,989
4526,2022,PITA,30,856
11551,2023,LIST,30,129
4163,2023,PITA,120,1957
3436,2024,PITA,30,273
11067,2025,LIST,40,433
5993,2026,PITA,10,21
17310,2026,ULAM,20,66
4533,2027,PITA,30,149
3441,2028,PITA,40,514
14729,2028,PRSE2,20,10
4536,2029,PITA,80,1678
12047,2030,LIST,20,78
16345,2030,QUPH,20,197
17058,2030,QUST,30,175
11810,2031,LIST,20,316
4542,2031,PITA,20,227
9186,2032,ACRU,10,15
10352,2033,LIST,40,230
3450,2033,PITA,20,144
14718,2034,PLOC,50,1279
9032,2035,ACRU,10,20
1266,2035,PITA,20,201
4547,2035,PITA,30,166
4549,2036,PITA,10,107
5644,2036,PITA,20,41
10600,2037,LIST,20,269
14841,2037,PRSE2,30,138
4553,2038,PITA,30,734
17032,2038,QUST,10,29
11946,2039,LIST,10,29
6014,2039,PITA,10,31
5286,2039,PITA,30,377
6617,2040,PITA,20,144
6382,2041,PITA,20,141
6505,2042,PITA,10,264
12320,2043,LIST,30,99
6605,2043,PITA,20,312
9598,2044,CATO6,20,36
12378,2044,LIST,10,10
14465,2045,NYSY,20,69
1285,2045,PITA,120,5509
8926,2046,ACRU,10,15
9852,2047,FRPE,30,108
12368,2047,LIST,20,136
9298,2048,ACRU,10,27
4570,2048,PITA,120,1957
8246,2049,ACRU,30,122
230,2049,PIEC,60,597
1293,2049,PITA,60,1355
14148,2050,LITU,130,1698
5913,2050,PITA,60,1217
17143,2050,QUVE,30,135
4215,2051,PITA,20,190
1299,2051,PITA,90,921
10030,2052,LIST,20,50
1301,2052,PITA,20,166
12611,2053,LITU,30,398
17128,2053,QUVE,20,236
3491,2054,PITA,30,427
4586,2054,PITA,40,508
6939,2054,PIVI2,10,76
10165,2055,LIST,10,34
4587,2055,PITA,30,417
8629,2056,ACRU,40,133
4589,2056,PITA,100,554
15540,2056,QUAL,60,658
4592,2057,PITA,10,41
3500,2058,PITA,10,16
11133,2059,LIST,30,129
4594,2059,PITA,20,144
14803,2059,PRSE2,30,96
1317,2060,PITA,30,188
6868,2060,PIVI2,30,104
9872,2061,FRPE,50,526
6423,2061,PITA,50,597
17223,2061,ULAL,30,151
11626,2062,LIST,20,329
16104,2062,QUFA,90,2483
1324,2063,PITA,70,704
16148,2063,QUFA,40,142
12554,2064,LITU,20,108
12630,2064,LITU,70,392
4608,2064,PITA,40,199
12485,2065,LITU,40,306
15024,2065,QUAL,70,1089
7916,2066,ACRU,40,200
16016,2066,QUFA,30,129
16054,2066,QUFA,40,368
11883,2067,LIST,40,184
6561,2067,PITA,30,273
4615,2067,PITA,40,392
4617,2068,PITA,20,144
5348,2068,PITA,30,237
2434,2068,PITA,40,359
12773,2069,LITU,30,117
13864,2069,LITU,90,1249
8543,2070,ACRU,30,78
6081,2070,PITA,30,247
9914,2071,JUNI,50,297
13386,2071,LITU,10,27
13753,2071,LITU,20,50
3534,2072,PITA,70,1323
3535,2072,PITA,90,1320
10437,2073,LIST,20,48
4630,2073,PITA,30,89
11536,2074,LIST,10,54
11780,2074,LIST,30,49
7349,2074,PIVI2,20,218
