,MapCode,SpeciesName,CohortAge,CohortBiomass
15707,5921,QUAL,40,586
9044,5922,ACRU,20,99
14635,5922,OXAR,20,107
5812,5922,PITA,20,269
9282,5923,ACRU,60,2222
10530,5923,LIST,20,69
6426,5924,PITA,20,144
8155,5925,ACRU,20,88
2901,5925,PITA,50,449
8067,5926,ACRU,40,177
3997,5926,PITA,30,1193
7874,5927,ACRU,20,88
2905,5927,PITA,10,16
5093,5927,PITA,120,1957
13856,5928,LITU,60,670
5827,5928,PITA,80,966
8079,5929,ACRU,10,20
10543,5929,LIST,20,48
8409,5930,ACRU,30,387
11639,5930,LIST,50,861
12768,5930,LITU,30,139
7415,5931,PIVI2,40,160
8169,5932,ACRU,30,369
8050,5932,ACRU,50,323
159,5932,PIEC,30,180
7788,5933,ACRU,60,699
12896,5933,LITU,150,1257
8781,5934,ACRU,40,276
6488,5934,PITA,30,219
13261,5935,LITU,150,1657
15132,5935,QUAL,80,1154
9114,5936,ACRU,30,72
6452,5936,PITA,90,740
6333,5936,PITA,160,1662
15458,5937,QUAL,10,15
13758,5938,LITU,20,108
7468,5938,PIVI2,20,103
12906,5939,LITU,10,27
10360,5940,LIST,20,38
7677,5940,PIVI2,30,123
9566,5941,CAGL8,60,472
11295,5941,LIST,80,1495
5854,5942,PITA,20,340
4032,5942,PITA,30,211
6951,5942,PIVI2,20,80
5861,5943,PITA,40,271
6307,5943,PITA,50,275
5494,5943,PITA,120,2571
8805,5944,ACRU,40,905
15108,5944,QUAL,40,427
17171,5945,ULAL,10,65
7242,5946,PIVI2,30,69
14668,5947,PLOC,10,17
16496,5948,QUMO4,20,74
9521,5949,CAGL8,50,233
17047,5949,QUST,30,239
11314,5950,LIST,40,169
6772,5950,PIVI2,20,110
6964,5950,PIVI2,30,159
13049,5951,LITU,20,350
10586,5952,LIST,70,664
11318,5953,LIST,30,97
6239,5953,PITA,30,75
17022,5953,QUST,30,183
4054,5954,PITA,80,724
4055,5954,PITA,120,1074
17109,5954,QUVE,30,670
7818,5955,ACRU,40,178
13059,5955,LITU,100,1233
7139,5956,PIVI2,20,43
8215,5957,ACRU,30,69
17090,5957,QUST,30,156
9971,5958,LIST,30,184
13306,5958,LITU,20,50
17296,5958,ULAM,40,312
14039,5959,LITU,150,4527
7266,5959,PIVI2,30,130
13552,5960,LITU,150,1609
15619,5960,QUAL,30,612
17300,5960,ULAM,20,58
9287,5961,ACRU,60,864
16731,5961,QUMO4,90,3344
12069,5962,LIST,80,531
6381,5962,PITA,120,2041
14250,5963,LITU,150,1811
10851,5964,LIST,20,58
4074,5964,PITA,10,108
12156,5965,LIST,30,105
13931,5965,LITU,150,693
6792,5966,PIVI2,40,113
12241,5967,LIST,60,598
15272,5967,QUAL,30,195
15475,5967,QUAL,40,176
14054,5968,LITU,20,99
15474,5968,QUAL,50,631
13330,5969,LITU,30,477
4815,5969,PITA,30,386
5909,5969,PITA,40,132
11718,5970,LIST,20,102
16083,5970,QUFA,30,144
9918,5971,JUNI,20,25
14067,5971,LITU,40,86
9426,5972,BENI,40,437
12210,5972,LIST,140,1568
13703,5973,LITU,40,184
12176,5974,LIST,140,851
13586,5974,LITU,80,999
5917,5974,PITA,60,433
9106,5975,ACRU,40,236
15289,5975,QUAL,30,146
16593,5975,QUMO4,50,565
8501,5976,ACRU,50,758
16512,5976,QUMO4,140,3594
16592,5977,QUMO4,10,67
14202,5978,LITU,150,872
16775,5978,QUMO4,30,225
7670,5979,PIVI2,40,347
15716,5979,QUAL,20,148
9942,5980,JUNI,30,270
7308,5980,PIVI2,40,336
9567,5981,CAGL8,50,297
8835,5982,ACRU,80,2565
16559,5982,QUMO4,70,2255
16844,5982,QURU,60,496
7194,5983,PIVI2,30,87
16819,5983,QUMO4,40,801
6468,5984,PITA,10,342
15430,5984,QUAL,60,1023
9729,5985,FRAM2,40,445
12755,5985,LITU,30,198
14784,5985,PRSE2,30,103
6185,5986,PITA,30,163
6957,5986,PIVI2,30,168
16883,5987,QURU,10,27
14265,5988,LITU,30,64
6395,5988,PITA,40,282
14777,5988,PRSE2,20,36
9222,5989,ACRU,60,689
103,5989,PIEC,40,299
6280,5990,PITA,30,302
15775,5990,QUAL,20,71
13010,5991,LITU,150,1798
6317,5991,PITA,120,384
15703,5991,QUAL,20,131
4863,5992,PITA,40,450
8170,5993,ACRU,50,161
10672,5993,LIST,40,171
7217,5994,PIVI2,10,10
6323,5995,PITA,50,406
15962,5995,QUCO2,40,520
13019,5996,LITU,50,269
10678,5997,LIST,20,69
3046,5997,PITA,40,450
7781,5998,ACRU,40,233
16285,5998,QUPH,50,744
12518,5999,LITU,30,105
6980,5999,PIVI2,40,758
14578,6000,OXAR,30,92
15459,6000,QUAL,50,1619
12509,6001,LITU,10,18
15178,6002,QUAL,20,82
10326,6003,LIST,30,106
16929,6003,QURU,50,399
9691,6004,FAGR,60,579
11061,6004,LIST,80,646
7031,6004,PIVI2,30,49
5252,6005,PITA,120,439
6874,6005,PIVI2,60,557
7120,6006,PIVI2,40,329
4891,6007,PITA,10,7
16319,6008,QUPH,10,15
4164,6009,PITA,20,795
13776,6010,LITU,20,374
5868,6010,PITA,10,205
4166,6010,PITA,20,93
4168,6011,PITA,30,268
6318,6011,PITA,40,333
5872,6012,PITA,20,144
11804,6013,LIST,20,200
5264,6013,PITA,70,1170
3078,6013,PITA,120,1027
6243,6014,PITA,10,70
3081,6014,PITA,30,177
16207,6014,QUFA,30,275
13305,6015,LITU,20,135
5271,6015,PITA,30,188
6247,6015,PITA,40,403
5275,6015,PITA,50,479
8338,6016,ACRU,10,27
12437,6016,LIST,10,31
12413,6016,LIST,20,69
9319,6017,ACRU,10,27
6371,6017,PITA,10,70
359,6018,PIEC,50,545
7026,6018,PIVI2,60,531
9280,6019,ACRU,40,151
11455,6019,LIST,60,263
435,6019,PIEC,70,594
9162,6020,ACRU,60,760
477,6020,PIST,40,175
15630,6020,QUAL,40,489
12994,6021,LITU,150,2178
8837,6022,ACRU,30,174
14337,6022,LITU,150,2746
6021,6023,PITA,10,75
7038,6023,PIVI2,10,17
14259,6024,LITU,120,926
6348,6024,PITA,40,450
6586,6025,PITA,20,282
17162,6025,QUVE,20,197
11715,6026,LIST,140,1452
6390,6026,PITA,90,720
14873,6027,PRSE2,30,419
16805,6027,QUMO4,40,505
10746,6028,LIST,20,200
3114,6028,PITA,20,91
5303,6028,PITA,30,312
5304,6029,PITA,30,243
15524,6029,QUAL,30,118
5916,6030,PITA,10,20
9911,6031,JUNI,30,152
13095,6031,LITU,30,105
15705,6031,QUAL,30,139
3123,6032,PITA,70,733
17153,6032,QUVE,30,129
7299,6033,PIVI2,30,23
15818,6033,QUAL,10,25
9442,6034,BENI,40,531
7425,6034,PIVI2,40,482
17298,6035,ULAM,20,95
14285,6036,LITU,150,1731
8504,6037,ACRU,30,339
10765,6037,LIST,20,45
13475,6037,LITU,30,70
2039,6037,PITA,20,110
10767,6038,LIST,20,16
5323,6038,PITA,30,352
9408,6039,BENI,50,500
9662,6039,FAGR,10,160
9673,6039,FAGR,40,253
8275,6040,ACRU,20,152
5328,6040,PITA,40,1394
8638,6041,ACRU,30,363
5330,6041,PITA,40,835
7948,6042,ACRU,30,151
12914,6042,LITU,30,139
4241,6043,PITA,120,929
17124,6043,QUVE,80,3316
7945,6044,ACRU,30,94
12881,6044,LITU,80,721
9811,6045,FRPE,10,12
9764,6046,FRAM2,40,88
11149,6046,LIST,20,40
14443,6046,LITU,30,103
8163,6047,ACRU,20,339
12765,6047,LITU,50,551
8048,6048,ACRU,20,15
4251,6048,PITA,30,270
3158,6048,PITA,40,295
5347,6048,PITA,50,431
8654,6049,ACRU,10,25
13134,6049,LITU,30,176
15447,6050,QUAL,40,687
16264,6050,QUFA,40,426
8294,6051,ACRU,10,15
3165,6051,PITA,40,514
3170,6052,PITA,10,17
7665,6052,PIVI2,20,170
15331,6053,QUAL,10,15
8176,6054,ACRU,30,88
16481,6054,QUMO4,30,126
10804,6055,LIST,40,168
6453,6055,PITA,120,1517
5361,6056,PITA,20,53
15052,6056,QUAL,30,154
15951,6056,QUCO2,30,142
15093,6057,QUAL,10,38
16370,6057,QUPH,30,434
17266,6058,ULAL,10,10
8920,6059,ACRU,50,1953
14373,6059,LITU,30,99
6098,6059,PITA,20,220
12235,6060,LIST,30,129
378,6060,PIEC,50,502
9601,6061,CATO6,50,430
12673,6061,LITU,40,239
5372,6061,PITA,20,144
14,6062,JUVI,10,11
6519,6062,PITA,10,27
5377,6062,PITA,20,37
13166,6063,LITU,40,134
6232,6063,PITA,70,1052
11553,6064,LIST,20,61
14142,6064,LITU,10,18
14023,6064,LITU,20,135
5384,6065,PITA,20,114
4291,6065,PITA,30,461
12510,6066,LITU,20,61
5385,6066,PITA,30,470
4294,6067,PITA,20,144
5389,6067,PITA,30,121
3202,6067,PITA,50,1473
11565,6068,LIST,20,47
5756,6068,PITA,30,611
5393,6069,PITA,20,434
8944,6070,ACRU,10,317
16673,6070,QUMO4,50,973
6896,6071,PIVI2,10,95
10354,6072,LIST,30,82
4669,6072,PITA,60,1436
9644,6073,CATO6,50,970
12699,6073,LITU,150,1713
13309,6073,LITU,160,926
12264,6074,LIST,30,161
6596,6074,PITA,20,32
8952,6075,ACRU,20,235
11945,6075,LIST,20,350
11580,6076,LIST,30,139
11581,6076,LIST,40,315
11582,6077,LIST,40,108
5773,6077,PITA,50,472
10606,6078,LIST,20,40
3222,6078,PITA,50,463
6141,6079,PITA,20,202
16231,6079,QUFA,20,106
8235,6080,ACRU,20,25
7523,6080,PIVI2,30,537
15026,6080,QUAL,40,269
11834,6081,LIST,40,293
6147,6081,PITA,40,397
6149,6082,PITA,30,361
17203,6082,ULAL,50,725
5420,6083,PITA,10,16
6478,6084,PITA,20,494
11234,6085,LIST,30,122
5671,6085,PITA,50,739
5307,6086,PITA,30,283
5670,6086,PITA,120,2474
17193,6087,ULAL,10,26
4334,6088,PITA,30,218
3243,6088,PITA,40,1111
2150,6089,PITA,60,1534
15488,6089,QUAL,30,172
8375,6090,ACRU,50,599
4338,6090,PITA,40,968
5798,6091,PITA,30,383
15083,6091,QUAL,20,452
5435,6092,PITA,30,639
14875,6092,PRSE2,30,48
8380,6093,ACRU,30,137
10881,6093,LIST,20,37
11857,6093,LIST,30,80
10885,6094,LIST,20,581
3253,6094,PITA,30,390
15051,6094,QUAL,20,103
12863,6095,LITU,150,2349
6052,6095,PITA,50,1129
11252,6096,LIST,20,108
14287,6096,LITU,30,69
14856,6096,PRSE2,20,13
2168,6097,PITA,10,118
11622,6098,LIST,40,110
14093,6098,LITU,60,263
11504,6099,LIST,10,13
5819,6099,PITA,40,370
16309,6099,QUPH,20,72
11508,6100,LIST,30,204
2174,6100,PITA,30,1002
5092,6101,PITA,20,170
6391,6101,PITA,50,1269
6066,6102,PITA,10,39
5338,6102,PITA,20,102
8525,6103,ACRU,30,78
13614,6103,LITU,10,70
14517,6104,OXAR,20,69
4370,6104,PITA,50,220
15914,6104,QUCO2,40,198
10910,6105,LIST,20,82
14490,6105,NYSY,10,18
6966,6105,PIVI2,40,139
13621,6106,LITU,150,2406
10307,6107,LIST,10,13
4741,6107,PITA,20,32
17256,6107,ULAL,20,65
11894,6108,LIST,20,29
5838,6108,PITA,30,126
4380,6108,PITA,40,376
3288,6109,PITA,20,65
6328,6109,PITA,30,260
10921,6110,LIST,20,61
6604,6110,PITA,20,40
5478,6110,PITA,50,432
5481,6111,PITA,20,78
3294,6111,PITA,30,240
8345,6112,ACRU,40,151
10278,6112,LIST,10,13
4757,6113,PITA,50,1116
3298,6113,PITA,120,2221
8309,6114,ACRU,30,651
11417,6114,LIST,40,586
5973,6114,PITA,30,281
5125,6115,PITA,10,98
12030,6116,LIST,20,20
4033,6116,PITA,30,185
6221,6117,PITA,10,16
5858,6117,PITA,30,200
10575,6118,LIST,10,29
3307,6118,PITA,20,158
2215,6118,PITA,30,185
5496,6118,PITA,40,168
5500,6119,PITA,20,223
9497,6120,CAGL8,30,89
11311,6120,LIST,60,756
141,6120,PIEC,50,914
14020,6121,LITU,40,176
13412,6121,LITU,150,1095
9983,6122,LIST,10,13
2224,6122,PITA,20,180
3320,6123,PITA,20,448
9646,6124,CATO6,40,198
5508,6124,PITA,40,444
3321,6124,PITA,50,810
5511,6125,PITA,20,93
8576,6126,ACRU,20,37
5147,6126,PITA,30,856
8456,6127,ACRU,50,652
10593,6127,LIST,50,546
11689,6128,LIST,10,10
12441,6129,LIST,20,87
6615,6129,PITA,20,164
6249,6129,PITA,30,534
4426,6130,PITA,20,34
3334,6131,PITA,10,7
9828,6132,FRPE,20,43
6668,6132,PITA,20,63
15829,6132,QUAL,20,117
9398,6133,ACRU,10,51
6660,6133,PITA,40,812
9340,6134,ACRU,40,139
5162,6134,PITA,70,973
12228,6135,LIST,10,40
5528,6135,PITA,20,69
9283,6136,ACRU,20,51
6261,6136,PITA,20,137
11094,6137,LIST,140,1366
14689,6137,PLOC,40,333
9866,6138,FRPE,40,398
3347,6138,PITA,50,799
12197,6139,LIST,10,97
11956,6139,LIST,20,233
5537,6139,PITA,30,281
10984,6140,LIST,40,1190
5176,6140,PITA,30,316
9333,6141,ACRU,30,155
9175,6141,ACRU,40,122
10623,6141,LIST,40,545
3357,6142,PITA,20,104
5911,6142,PITA,30,65
15920,6142,QUCO2,40,962
13701,6143,LITU,30,54
6446,6143,PITA,90,1337
5793,6144,PITA,30,222
6160,6144,PITA,40,263
6282,6144,PITA,50,748
17182,6144,ULAL,10,31
5553,6145,PITA,30,507
15657,6145,QUAL,30,240
6409,6146,PITA,10,24
6627,6146,PITA,40,522
17165,6146,ULAL,30,88
9362,6147,ACRU,40,153
6562,6147,PITA,120,2031
6532,6148,PITA,20,323
6294,6148,PITA,120,1648
8264,6149,ACRU,10,68
6171,6149,PITA,120,2170
8750,6150,ACRU,50,292
15382,6150,QUAL,20,195
8386,6151,ACRU,30,554
15262,6151,QUAL,70,1195
13112,6152,LITU,40,598
6988,6152,PIVI2,30,418
8268,6153,ACRU,50,384
13725,6153,LITU,40,346
8521,6154,ACRU,40,803
10652,6154,LIST,30,234
514,6155,PIST,60,1117
15868,6155,QUCO2,130,2050
9215,6156,ACRU,40,232
12201,6156,LIST,70,340
11873,6157,LIST,50,540
14774,6157,PRSE2,40,292
8646,6158,ACRU,50,740
9900,6158,FRPE,90,3854
11876,6159,LIST,30,81
11758,6159,LIST,50,354
14701,6159,PLOC,30,315
5221,6160,PITA,20,488
6482,6160,PITA,30,243
5954,6160,PITA,40,357
14924,6160,PRSE2,40,148
13377,6161,LITU,150,1994
16502,6161,QUMO4,80,2378
14562,6162,OXAR,20,110
356,6162,PIEC,70,723
16939,6162,QURU,40,530
13630,6163,LITU,30,175
5594,6163,PITA,40,193
6286,6164,PITA,30,218
15981,6164,QUCO2,20,216
16560,6164,QUMO4,20,87
7856,6165,ACRU,50,949
15214,6165,QUAL,80,1966
3414,6166,PITA,30,340
6777,6166,PIVI2,30,73
9693,6167,FAGR,10,12
11658,6168,LIST,10,24
16636,6168,QUMO4,40,334
8429,6169,ACRU,70,632
12705,6169,LITU,20,65
9757,6170,FRAM2,80,1510
10404,6170,LIST,60,860
9498,6171,CAGL8,40,88
11787,6171,LIST,10,47
62,6171,PIEC,30,146
8882,6172,ACRU,30,191
16324,6172,QUPH,50,685
14130,6173,LITU,90,1003
16652,6173,QUMO4,20,481
13648,6174,LITU,40,180
2337,6174,PITA,20,280
13895,6175,LITU,150,835
535,6175,PIST,130,5028
8689,6176,ACRU,10,15
11065,6176,LIST,10,47
5257,6176,PITA,20,158
5624,6177,PITA,20,426
15364,6177,QUAL,30,153
8938,6178,ACRU,40,131
9456,6178,BENI,50,403
7010,6179,PIVI2,20,95
12806,6180,LITU,30,64
5629,6180,PITA,20,72
8574,6181,ACRU,50,895
16688,6181,QUMO4,140,1529
12730,6182,LITU,110,2237
16671,6182,QUMO4,60,450
8578,6183,ACRU,30,137
13060,6183,LITU,20,194
7720,6183,PIVI2,30,105
8943,6184,ACRU,40,487
16925,6184,QURU,60,1297
14322,6185,LITU,50,235
16774,6185,QUMO4,40,311
15584,6186,QUAL,90,2220
17155,6186,QUVE,140,2275
7872,6187,ACRU,40,292
12602,6187,LITU,30,100
9017,6188,ACRU,10,30
16131,6188,QUFA,20,87
12771,6189,LITU,50,457
7740,6189,PIVI2,40,235
15988,6189,QUCO2,50,879
11160,6190,LIST,10,40
977,6190,PITA,50,605
978,6190,PITA,120,1062
980,6191,PITA,40,745
16750,6191,QUMO4,40,318
12898,6192,LITU,10,53
982,6192,PITA,10,10
14700,6193,PLOC,30,98
16301,6194,QUPH,20,70
16999,6194,QUST,20,94
12534,6195,LITU,10,18
7472,6196,PIVI2,20,66
10319,6197,LIST,60,516
989,6197,PITA,60,725
991,6198,PITA,100,1417
16056,6198,QUFA,40,85
4273,6199,PITA,30,178
994,6199,PITA,40,1075
995,6199,PITA,50,573
996,6200,PITA,120,3258
16407,6200,QUPH,40,267
10813,6201,LIST,10,24
10816,6201,LIST,20,97
13160,6201,LITU,10,46
8681,6202,ACRU,20,30
15709,6202,QUAL,10,15
17008,6202,QUST,20,42
11671,6203,LIST,20,69
12597,6203,LITU,50,647
1006,6204,PITA,10,13
8323,6205,ACRU,30,92
1007,6205,PITA,50,721
13654,6206,LITU,80,1045
13171,6206,LITU,90,700
7006,6207,PIVI2,40,465
12684,6208,LITU,10,11
12566,6208,LITU,20,61
7930,6209,ACRU,20,167
16578,6209,QUMO4,40,1046
14113,6210,LITU,150,775
9064,6211,ACRU,20,37
1017,6211,PITA,10,92
1018,6211,PITA,20,41
15373,6212,QUAL,20,94
15954,6212,QUCO2,30,170
13544,6213,LITU,30,97
12937,6213,LITU,40,280
16114,6213,QUFA,30,199
9912,6214,JUNI,30,299
7021,6215,PIVI2,30,58
16760,6215,QUMO4,20,69
16484,6215,QUMO4,60,1649
1029,6216,PITA,30,200
1030,6216,PITA,50,834
15381,6216,QUAL,20,25
9239,6217,ACRU,20,88
1032,6217,PITA,10,26
8592,6218,ACRU,40,180
1034,6218,PITA,70,1126
10726,6219,LIST,20,121
1036,6219,PITA,20,155
13564,6220,LITU,150,906
8393,6221,ACRU,10,20
1039,6221,PITA,20,213
10734,6222,LIST,40,145
14257,6222,LITU,90,904
15395,6222,QUAL,50,521
4324,6223,PITA,120,3617
11591,6224,LIST,30,97
1045,6224,PITA,30,330
14597,6225,OXAR,20,63
16657,6225,QUMO4,60,962
8487,6226,ACRU,20,387
14309,6226,LITU,40,272
14105,6227,LITU,100,2100
4332,6228,PITA,30,203
1053,6228,PITA,40,285
7577,6228,PIVI2,30,106
15746,6229,QUAL,20,124
17320,6230,ULAM,20,94
6928,6231,PIVI2,30,150
3245,6232,PITA,10,68
37,6233,PIEC,60,679
15045,6233,QUAL,40,521
12588,6234,LITU,30,76
3248,6234,PITA,30,175
1062,6234,PITA,120,1137
7304,6234,PIVI2,40,314
7837,6235,ACRU,20,39
8017,6235,ACRU,70,1683
12740,6236,LITU,40,148
16935,6236,QURU,40,320
8996,6237,ACRU,60,407
11860,6237,LIST,50,227
1071,6238,PITA,20,367
15816,6238,QUAL,20,146
12109,6239,LIST,40,294
14288,6239,LITU,150,1939
16113,6239,QUFA,50,1048
11257,6240,LIST,30,15
13238,6240,LITU,20,45
14296,6240,LITU,50,221
3266,6241,PITA,20,43
3267,6241,PITA,30,621
7076,6241,PIVI2,20,185
11265,6242,LIST,50,325
4362,6242,PITA,30,310
3270,6242,PITA,40,800
4365,6243,PITA,10,48
12556,6244,LITU,70,703
15913,6244,QUCO2,30,215
15941,6244,QUCO2,90,1338
9483,6245,CAGL8,50,280
12452,6245,LITU,70,463
6803,6246,PIVI2,30,226
14189,6247,LITU,30,166
459,6247,PIST,20,69
6846,6247,PIVI2,40,1137
7416,6248,PIVI2,30,141
16384,6248,QUPH,40,442
9913,6249,JUNI,10,15
4014,6250,PITA,20,286
14237,6251,LITU,10,4
4379,6251,PITA,160,680
1101,6252,PITA,30,458
1102,6252,PITA,40,572
1103,6253,PITA,10,496
13267,6254,LITU,30,114
13875,6254,LITU,40,239
8908,6255,ACRU,10,20
9411,6255,BENI,20,212
9805,6255,FRPE,30,136
9580,6256,CAGL8,60,1026
13270,6256,LITU,50,1066
9609,6257,CATO6,20,19
1111,6257,PITA,20,120
13154,6258,LITU,60,1664
4029,6258,PITA,40,719
4394,6258,PITA,70,960
13279,6259,LITU,30,85
1116,6259,PITA,50,906
15595,6260,QUAL,50,4469
8436,6261,ACRU,30,224
7684,6261,PIVI2,30,188
16851,6261,QURU,30,178
7947,6262,ACRU,50,701
16850,6262,QURU,60,1841
12754,6263,LITU,40,225
15028,6263,QUAL,40,82
224,6264,PIEC,40,1608
16602,6264,QUMO4,30,801
17146,6264,QUVE,30,210
468,6265,PIST,20,31
6732,6265,PIVI2,10,21
7787,6266,ACRU,10,30
12476,6266,LITU,10,28
7864,6267,ACRU,40,435
13661,6267,LITU,40,332
6734,6268,PIVI2,30,77
15833,6268,QUCO2,30,24
9742,6269,FRAM2,30,92
12183,6269,LIST,20,79
4551,6269,PITA,20,61
15952,6269,QUCO2,30,166
13804,6270,LITU,20,450
5648,6270,PITA,20,304
5649,6270,PITA,30,364
5651,6271,PITA,10,48
2372,6271,PITA,20,74
12236,6272,LIST,70,1277
14171,6272,LITU,20,79
3466,6272,PITA,30,497
5656,6273,PITA,30,331
15594,6273,QUAL,40,360
5658,6274,PITA,30,282
16910,6274,QURU,20,266
11104,6275,LIST,10,40
16418,6275,QUPH,20,93
3475,6276,PITA,20,158
6029,6277,PITA,20,10
9397,6278,ACRU,50,427
10743,6278,LIST,20,216
11840,6279,LIST,30,153
13821,6279,LITU,40,288
5667,6279,PITA,30,306
8977,6280,ACRU,10,15
3482,6280,PITA,10,37
14025,6281,LITU,160,787
16830,6281,QURU,20,71
13214,6282,LITU,150,3708
8940,6283,ACRU,80,1786
12734,6283,LITU,150,2224
10161,6284,LIST,50,784
7301,6284,PIVI2,30,103
9877,6285,FRPE,90,3179
8013,6286,ACRU,20,495
14319,6286,LITU,50,673
14432,6287,LITU,30,87
15719,6287,QUAL,60,853
6292,6288,PITA,20,52
3497,6288,PITA,30,234
14078,6289,LITU,150,1670
3499,6290,PITA,30,386
16972,6290,QUST,30,160
3501,6291,PITA,10,38
10060,6292,LIST,30,72
2409,6292,PITA,30,249
3504,6293,PITA,120,4134
8636,6294,ACRU,40,634
6422,6294,PITA,120,2118
3507,6295,PITA,60,1729
13240,6296,LITU,50,284
6062,6296,PITA,30,170
3510,6297,PITA,10,276
16226,6297,QUFA,10,25
7909,6298,ACRU,40,200
12536,6298,LITU,40,312
4973,6298,PITA,20,87
7918,6299,ACRU,20,51
7813,6299,ACRU,30,104
13128,6299,LITU,30,62
7931,6300,ACRU,30,97
6071,6300,PITA,60,1168
12006,6301,LIST,20,58
5707,6301,PITA,20,176
8657,6302,ACRU,40,126
14392,6302,LITU,10,11
9018,6303,ACRU,20,68
16949,6303,QURU,30,1
10181,6304,LIST,20,86
1341,6304,PITA,40,457
16240,6304,QUFA,30,270
10431,6305,LIST,10,13
3529,6305,PITA,30,218
13264,6306,LITU,10,18
7465,6306,PIVI2,20,312
7587,6307,PIVI2,30,326
7935,6308,ACRU,30,182
7,6308,JUVI,20,47
11046,6308,LIST,50,480
212,6308,PIEC,50,569
14583,6309,OXAR,20,87
5725,6309,PITA,20,80
5972,6309,PITA,30,274
7108,6309,PIVI2,20,253
10808,6310,LIST,30,148
14249,6310,LITU,20,163
9721,6311,FAGR,20,113
13642,6311,LITU,20,79
7558,6311,PIVI2,20,75
3547,6312,PITA,40,812
13523,6313,LITU,20,46
6464,6313,PITA,30,320
11790,6314,LIST,20,131
3550,6314,PITA,10,57
3551,6314,PITA,20,105
13407,6315,LITU,40,234
3553,6315,PITA,30,189
15235,6315,QUAL,70,1029
4650,6316,PITA,30,866
6438,6316,PITA,40,623
6114,6317,PITA,40,504
15604,6317,QUAL,20,99
4655,6318,PITA,20,95
16364,6318,QUPH,30,237
9634,6319,CATO6,60,1028
14591,6319,OXAR,30,140
15859,6319,QUCO2,40,808
14941,6320,QUAL,40,495
16507,6320,QUMO4,40,426
11198,6321,LIST,100,1544
15374,6321,QUAL,50,510
15251,6322,QUAL,90,4497
5761,6323,PITA,120,1326
5031,6324,PITA,30,179
13184,6325,LITU,30,424
15018,6325,QUAL,40,376
9953,6326,LIST,10,34
2481,6326,PITA,60,665
9459,6327,CAGL8,40,456
12302,6327,LIST,30,124
12944,6327,LITU,40,208
5764,6327,PITA,30,321
11941,6328,LIST,20,70
6456,6328,PITA,20,362
8997,6329,ACRU,40,200
5770,6329,PITA,60,1143
8795,6330,ACRU,50,454
3584,6330,PITA,90,781
11219,6331,LIST,10,10
5409,6331,PITA,50,1046
8720,6332,ACRU,30,92
11221,6332,LIST,30,174
10735,6333,LIST,20,9
16864,6333,QURU,50,693
9558,6334,CAGL8,60,396
14177,6334,LITU,80,560
8845,6335,ACRU,30,129
16655,6335,QUMO4,40,755
12965,6336,LITU,150,1955
7652,6336,PIVI2,20,26
14621,6337,OXAR,30,152
7574,6337,PIVI2,30,416
15276,6337,QUAL,30,173
13211,6338,LITU,10,28
5789,6339,PITA,10,35
4697,6339,PITA,20,46
9649,6340,CATO6,30,36
372,6340,PIEC,40,368
4699,6340,PITA,40,467
8256,6341,ACRU,10,20
9616,6341,CATO6,50,202
5674,6341,PITA,10,236
3611,6342,PITA,10,64
12544,6343,LITU,40,290
15006,6343,QUAL,10,71
12586,6344,LITU,20,53
14586,6344,OXAR,30,245
7058,6344,PIVI2,60,509
12982,6345,LITU,20,210
13592,6345,LITU,30,162
9578,6346,CAGL8,40,240
13959,6346,LITU,30,98
9166,6347,ACRU,40,184
12339,6347,LIST,30,113
6667,6348,PITA,20,176
8722,6349,ACRU,20,30
14092,6349,LITU,50,228
14358,6350,LITU,40,110
16202,6350,QUFA,30,132
8278,6351,ACRU,10,25
6628,6351,PITA,120,1206
4723,6352,PITA,20,41
15436,6352,QUAL,130,1582
6433,6353,PITA,70,574
6513,6353,PITA,120,1434
3633,6354,PITA,30,284
4729,6354,PITA,90,732
69,6355,PIEC,30,80
6396,6355,PITA,50,426
6274,6355,PITA,60,721
12886,6356,LITU,30,106
5825,6356,PITA,40,136
17011,6356,QUST,30,233
12537,6357,LITU,150,5068
5828,6357,PITA,20,97
14947,6358,QUAL,10,15
9484,6359,CAGL8,20,24
13865,6359,LITU,90,828
6201,6360,PITA,40,405
16457,6360,QUMO4,30,203
12009,6361,LIST,40,160
15616,6361,QUAL,30,244
12016,6362,LIST,30,144
6559,6362,PITA,120,1054
7743,6363,PIVI2,30,344
9031,6364,ACRU,30,83
12344,6364,LIST,10,13
11900,6365,LIST,30,97
5848,6365,PITA,30,365
6523,6366,PITA,10,41
14679,6366,PLOC,20,49
8793,6367,ACRU,30,554
13761,6367,LITU,30,98
13640,6367,LITU,60,532
6216,6368,PITA,20,18
6341,6368,PITA,30,285
7709,6368,PIVI2,40,306
15588,6369,QUAL,40,499
15982,6369,QUCO2,40,571
7113,6370,PIVI2,10,10
14377,6371,LITU,60,273
510,6371,PIST,40,428
15472,6371,QUAL,100,2048
11669,6372,LIST,30,91
13409,6372,LITU,30,61
9787,6373,FRPE,30,213
10944,6373,LIST,10,87
5134,6373,PITA,20,205
121,6374,PIEC,40,275
15839,6374,QUCO2,40,366
8322,6375,ACRU,10,20
15029,6375,QUAL,10,15
4774,6376,PITA,120,1184
10949,6377,LIST,40,256
13657,6377,LITU,50,242
7212,6378,PIVI2,70,528
16621,6378,QUMO4,60,1487
14958,6379,QUAL,20,60
16618,6379,QUMO4,20,99
10954,6380,LIST,30,496
14967,6380,QUAL,160,1443
