Time,SpeciesName,NumCohortsPlanting,NumCohortsSerotiny,NumCohortsResprout,NumCohortsSeed,
60, ACRU, 0, 0, 0, 0, 
60, BENI, 0, 0, 0, 0, 
60, CAGL8, 0, 0, 0, 0, 
60, CATO6, 0, 0, 0, 0, 
60, FAGR, 0, 0, 0, 0, 
60, FRAM2, 0, 0, 0, 0, 
60, FRPE, 0, 0, 0, 0, 
60, JUNI, 0, 0, 0, 0, 
60, JUVI, 0, 0, 0, 0, 
60, LIST, 0, 0, 0, 0, 
60, LITU, 0, 0, 0, 0, 
60, NYSY, 0, 0, 0, 0, 
60, OXAR, 0, 0, 0, 0, 
60, PIEC, 0, 0, 0, 0, 
60, PIST, 0, 0, 0, 0, 
60, PITA, 0, 0, 0, 0, 
60, PIVI2, 0, 0, 0, 0, 
60, PLOC, 0, 0, 0, 0, 
60, PRSE2, 0, 0, 0, 0, 
60, QUAL, 0, 0, 0, 0, 
60, QUCO2, 0, 0, 0, 0, 
60, QUFA, 0, 0, 0, 0, 
60, QUMO4, 0, 0, 0, 0, 
60, QUPH, 0, 0, 0, 0, 
60, QURU, 0, 0, 0, 0, 
60, QUST, 0, 0, 0, 0, 
60, QUVE, 0, 0, 0, 0, 
60, ULAL, 0, 0, 0, 0, 
60, ULAM, 0, 0, 0, 0, 
60, PIPA, 0, 0, 0, 0, 
70, ACRU, 0, 0, 0, 0, 
70, BENI, 0, 0, 0, 0, 
70, CAGL8, 0, 0, 0, 0, 
70, CATO6, 0, 0, 0, 0, 
70, FAGR, 0, 0, 0, 0, 
70, FRAM2, 0, 0, 0, 0, 
70, FRPE, 0, 0, 0, 0, 
70, JUNI, 0, 0, 0, 0, 
70, JUVI, 0, 0, 0, 0, 
70, LIST, 0, 0, 0, 0, 
70, LITU, 0, 0, 0, 0, 
70, NYSY, 0, 0, 0, 0, 
70, OXAR, 0, 0, 0, 0, 
70, PIEC, 0, 0, 0, 0, 
70, PIST, 0, 0, 0, 0, 
70, PITA, 0, 0, 0, 0, 
70, PIVI2, 0, 0, 0, 0, 
70, PLOC, 0, 0, 0, 0, 
70, PRSE2, 0, 0, 0, 0, 
70, QUAL, 0, 0, 0, 0, 
70, QUCO2, 0, 0, 0, 0, 
70, QUFA, 0, 0, 0, 0, 
70, QUMO4, 0, 0, 0, 0, 
70, QUPH, 0, 0, 0, 0, 
70, QURU, 0, 0, 0, 0, 
70, QUST, 0, 0, 0, 0, 
70, QUVE, 0, 0, 0, 0, 
70, ULAL, 0, 0, 0, 0, 
70, ULAM, 0, 0, 0, 0, 
70, PIPA, 0, 0, 0, 0, 
80, ACRU, 0, 0, 0, 0, 
